,date_received,complaint_id,rand_client,phonefinal,vru_line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time,event_timestamp
1994,2012-04-06,CR0044798,3211.0,919-427-4281,AA0213,30823.0,0.0,PS,AGENT,TOVA,12:38:40,12:53:28,00:14:48,2022-05-01 05:49:15.489688
1995,2012-04-06,CR0044824,8463.0,585-952-8793,AA0202,30825.0,2.0,PS,AGENT,IDIT,14:11:55,14:17:39,00:05:44,2022-05-03 09:54:45.489688
1996,2012-04-05,CR0044567,2371.0,610-520-7079,AA0214,30827.0,0.0,NW,AGENT,BENSION,12:25:21,12:29:20,00:03:59,2022-04-30 06:57:54.489688
1997,2012-04-05,CR0044528,2345.0,631-530-8763,AA0214,30828.0,0.0,NW,AGENT,SHARON,11:41:16,11:41:51,00:00:35,2022-05-05 16:59:07.489688
1998,2012-04-04,CR0043908,1179.0,212-391-0632,AA0215,30829.0,0.0,PS,AGENT,YIFAT,10:24:53,10:40:54,00:16:01,2022-05-08 08:49:48.489688
1999,2012-04-04,CR0043994,3766.0,212-395-0636,AA0203,30831.0,2.0,NE,AGENT,KAZAV,13:48:39,13:55:09,00:06:30,2022-05-05 22:43:54.489688
2000,2012-04-04,CR0044148,384.0,668-716-0845,AA0102,30832.0,0.0,NW,AGENT,YIFAT,14:17:10,14:31:50,00:14:40,2022-05-04 10:05:12.489688
2001,2012-04-03,CR0043639,2815.0,259-293-9160,AA0108,30833.0,1.0,TT,AGENT,NO_SERVER,13:55:53,13:57:47,00:01:54,2022-05-10 08:51:26.489688
2002,2012-04-03,CR0043845,2425.0,589-152-4476,AA0213,30835.0,0.0,PS,AGENT,GILI,09:05:55,09:24:16,00:18:21,2022-05-06 03:40:45.489688
2003,2012-04-03,CR0043661,2747.0,222-045-5921,AA0101,30836.0,0.0,NW,AGENT,BASCH,10:37:02,10:39:45,00:02:43,2022-05-07 20:59:53.489688
2004,2012-03-30,CR0042896,2357.0,284-898-1361,AA0203,30838.0,2.0,PS,AGENT,STEREN,16:17:47,16:22:07,00:04:20,2022-05-04 02:50:14.489688
2005,2012-03-30,CR0042918,4904.0,967-674-0231,AA0205,30839.0,1.0,PS,AGENT,AVNI,11:06:14,11:10:07,00:03:53,2022-05-02 19:11:37.489688
2006,2012-03-28,CR0042173,3259.0,617-952-6195,AA0115,30842.0,0.0,PS,AGENT,MIKI,13:55:28,14:10:11,00:14:43,2022-05-03 20:23:58.489688
2007,2012-03-28,CR0041936,4124.0,297-691-6625,AA0213,30843.0,0.0,NE,AGENT,ZOHARI,12:24:38,12:24:55,00:00:17,2022-05-09 02:09:58.489688
2008,2012-03-28,CR0042053,11598.0,788-948-1054,AA0206,30844.0,0.0,PS,AGENT,YITZ,16:21:12,16:25:43,00:04:31,2022-05-09 10:34:06.489688
2009,2012-03-28,CR0042314,2085.0,212-485-8919,AA0103,30845.0,0.0,NW,AGENT,MIKI,13:20:53,13:40:26,00:19:33,2022-05-06 00:59:43.489688
2010,2012-03-27,CR0041721,3345.0,584-963-0146,AA0203,30846.0,2.0,PS,AGENT,SHARON,15:37:42,15:53:11,00:15:29,2022-05-01 17:21:02.489688
2011,2012-03-26,CR0041236,3020.0,273-113-9563,AA0206,30849.0,0.0,PS,AGENT,ZOHARI,12:39:38,12:49:06,00:09:28,2022-05-03 18:47:38.489688
2012,2012-03-26,CR0041258,3935.0,617-594-2704,AA0105,30850.0,0.0,NE,AGENT,ANAT,16:26:24,16:31:17,00:04:53,2022-05-08 05:00:12.489688
2013,2012-03-26,CR0040857,3408.0,538-172-6590,AA0214,30851.0,0.0,PS,AGENT,DARMON,11:54:18,12:00:54,00:06:36,2022-05-10 19:16:57.489688
2014,2012-03-23,CR0040526,13412.0,212-259-5250,AA0104,30853.0,0.0,NW,AGENT,AVNI,10:35:11,10:43:33,00:08:22,2022-05-05 12:34:16.489688
2015,2012-03-22,CR0039723,1818.0,566-506-3326,AA0209,30854.0,1.0,PS,AGENT,KAZAV,11:47:42,11:48:30,00:00:48,2022-05-03 12:25:08.489688
2016,2012-03-22,CR0039820,4448.0,135-224-5404,AA0102,30855.0,0.0,NW,AGENT,MORIAH,16:04:15,16:22:58,00:18:43,2022-05-01 09:01:01.489688
2017,2012-03-22,CR0039941,1066.0,212-658-7165,AA0111,30856.0,1.0,TT,AGENT,ZOHARI,14:44:07,15:00:16,00:16:09,2022-05-10 04:23:45.489688
2018,2012-03-20,CR0037430,1683.0,506-209-1631,AA0109,30857.0,0.0,PS,AGENT,SHLOMO,10:12:48,10:29:48,00:17:00,2022-05-10 10:02:19.489688
2019,2012-03-20,CR0037324,4156.0,941-642-1711,AA0105,30858.0,0.0,PS,AGENT,TOVA,11:00:16,11:08:56,00:08:40,2022-05-06 23:36:07.489688
2020,2012-03-19,CR0036724,1986.0,553-427-2780,AA0214,30860.0,2.0,PS,AGENT,AVNI,11:03:58,11:14:44,00:10:46,2022-05-08 12:04:16.489688
2021,2012-03-19,CR0036743,4108.0,176-497-5000,AA0104,30861.0,1.0,PS,AGENT,KAZAV,11:26:36,11:35:41,00:09:05,2022-05-04 03:57:58.489688
2022,2012-03-16,CR0036342,2633.0,212-397-6951,AA0109,30862.0,2.0,NE,AGENT,AVIDAN,12:57:16,12:59:55,00:02:39,2022-05-03 15:06:06.489688
2023,2012-03-15,CR0035809,4505.0,455-164-5256,AA0209,30863.0,0.0,PS,AGENT,KAZAV,11:48:25,11:57:51,00:09:26,2022-05-09 20:30:51.489688
2024,2012-03-15,CR0035629,4680.0,500-398-8682,AA0210,30864.0,0.0,NW,AGENT,SHARON,12:16:53,12:34:09,00:17:16,2022-05-08 15:06:04.489688
2025,2012-03-14,CR0035157,4773.0,858-824-5946,AA0105,30866.0,0.0,PS,AGENT,STEREN,10:33:38,10:49:02,00:15:24,2022-05-04 08:53:49.489688
2026,2012-03-14,CR0035214,385.0,428-628-9845,AA0202,30867.0,2.0,PS,AGENT,TOVA,13:21:29,13:30:03,00:08:34,2022-05-10 11:45:05.489688
2027,2012-03-13,CR0034731,456.0,864-899-3917,AA0215,30868.0,0.0,NW,AGENT,BASCH,14:49:17,15:02:19,00:13:02,2022-05-10 23:20:22.489688
2028,2012-03-13,CR0034342,3280.0,506-762-1690,AA0104,30869.0,0.0,PS,AGENT,MORIAH,14:46:44,14:51:28,00:04:44,2022-05-09 23:33:46.489688
2029,2012-03-13,CR0034623,4743.0,508-477-1134,AA0201,30871.0,0.0,PS,AGENT,MORIAH,09:57:41,10:05:05,00:07:24,2022-05-05 21:23:11.489688
2030,2012-03-13,CR0034559,1586.0,781-721-9358,AA0101,30873.0,2.0,NE,AGENT,SHARON,16:41:16,16:51:37,00:10:21,2022-05-10 23:21:47.489688
2031,2012-03-12,CR0033772,4498.0,801-398-0462,AA0105,30875.0,2.0,PS,AGENT,KAZAV,16:32:10,16:32:48,00:00:38,2022-05-04 10:35:25.489688
2032,2012-03-12,CR0034164,9995.0,870-214-6557,AA0206,30876.0,0.0,NW,AGENT,SHARON,12:29:15,12:30:05,00:00:50,2022-05-03 22:35:54.489688
2033,2012-03-12,CR0034182,7299.0,212-878-7544,AA0201,30877.0,2.0,PS,AGENT,ANAT,13:48:24,14:02:11,00:13:47,2022-05-01 10:03:46.489688
2034,2012-03-09,CR0033120,4615.0,617-652-2026,AA0213,30878.0,0.0,NW,AGENT,IDIT,12:02:44,12:16:26,00:13:42,2022-05-01 13:34:12.489688
2035,2012-03-09,CR0032766,218.0,212-844-7393,AA0106,30880.0,0.0,PS,AGENT,ELI,09:16:33,09:30:43,00:14:10,2022-05-07 20:15:58.489688
2036,2012-03-08,CR0032580,1972.0,212-662-6820,AA0110,30881.0,0.0,NW,AGENT,NO_SERVER,13:43:01,13:49:18,00:06:17,2022-05-07 20:19:57.489688
2037,2012-03-08,CR0032200,2061.0,247-337-0898,AA0109,30882.0,2.0,PS,AGENT,YIFAT,10:04:43,10:06:52,00:02:09,2022-05-06 08:18:30.489688
2038,2012-03-07,CR0032026,3008.0,823-830-5490,AA0113,30884.0,0.0,PS,AGENT,DORIT,15:06:07,15:27:04,00:20:57,2022-05-09 17:25:21.489688
2039,2012-03-07,CR0031869,165.0,451-876-8255,AA0213,30885.0,0.0,PS,AGENT,IDIT,16:06:38,16:16:42,00:10:04,2022-05-05 15:30:55.489688
2040,2012-03-07,CR0031594,3560.0,508-430-0793,AA0110,30886.0,0.0,NW,AGENT,AVNI,11:51:18,11:57:30,00:06:12,2022-05-05 07:51:54.489688
2041,2012-03-06,CR0031126,2219.0,985-689-5263,AA0108,30888.0,0.0,TT,AGENT,ZOHARI,12:31:28,12:34:31,00:03:03,2022-05-07 14:47:16.489688
2042,2012-03-01,CR0029150,733.0,961-199-2888,AA0112,30889.0,0.0,TT,AGENT,SHARON,09:46:40,09:56:41,00:10:01,2022-04-30 09:03:25.489688
2043,2012-02-29,CR0028245,4342.0,290-638-5549,AA0201,30890.0,0.0,PS,AGENT,ZOHARI,14:05:28,14:21:19,00:15:51,2022-05-04 15:03:52.489688
2044,2012-02-21,CR0025230,11906.0,914-614-5973,AA0103,30893.0,1.0,PS,AGENT,NAAMA,15:16:28,15:37:20,00:20:52,2022-05-05 02:54:43.489688
2045,2012-02-15,CR0023878,1091.0,617-468-7856,AA0210,30895.0,2.0,PS,AGENT,MICHAL,11:54:44,12:09:28,00:14:44,2022-05-08 22:33:33.489688
2046,2012-02-15,CR0023750,1569.0,627-774-7199,AA0206,30896.0,0.0,PS,AGENT,DORIT,15:35:35,15:50:00,00:14:25,2022-05-01 14:36:34.489688
2047,2012-02-14,CR0023552,3116.0,503-884-3925,AA0201,30897.0,2.0,PS,AGENT,BENSION,09:34:13,09:48:42,00:14:29,2022-05-08 04:38:10.489688
2048,2012-02-14,CR0023451,13071.0,895-880-4378,AA0109,30898.0,2.0,NE,AGENT,BENSION,10:11:15,10:12:07,00:00:52,2022-05-08 05:21:12.489688
2049,2012-02-09,CR0022106,1596.0,508-537-2145,AA0210,30899.0,0.0,PS,AGENT,SHLOMO,09:23:38,09:24:02,00:00:24,2022-05-09 11:06:22.489688
2050,2012-02-08,CR0021708,2304.0,508-045-4609,AA0206,30901.0,0.0,PS,AGENT,TOVA,11:12:23,11:25:57,00:13:34,2022-05-06 23:31:27.489688
2051,2012-02-06,CR0020876,994.0,478-016-1733,AA0215,30902.0,0.0,PS,AGENT,MORIAH,09:02:58,09:11:15,00:08:17,2022-05-04 18:40:10.489688
2052,2012-02-03,CR0020288,1448.0,938-030-7929,AA0109,30903.0,0.0,PS,AGENT,NO_SERVER,14:00:07,14:00:29,00:00:22,2022-05-07 09:46:01.489688
2053,2012-02-01,CR0019572,3695.0,978-618-4223,AA0215,30904.0,0.0,PS,AGENT,KAZAV,14:50:31,15:01:55,00:11:24,2022-05-01 19:42:49.489688
2054,2012-01-31,CR0019006,3756.0,241-086-0620,AA0110,30905.0,0.0,PS,AGENT,ANAT,14:17:21,14:38:17,00:20:56,2022-05-07 14:29:27.489688
2055,2012-01-30,CR0018574,4406.0,212-719-9127,AA0113,30906.0,0.0,NW,AGENT,MICHAL,16:32:16,16:43:16,00:11:00,2022-05-01 20:29:49.489688
2056,2012-01-27,CR0018110,3619.0,650-057-6559,AA0115,30907.0,1.0,PS,AGENT,ANAT,10:23:15,10:26:46,00:03:31,2022-05-03 22:06:23.489688
2057,2012-01-19,CR0014991,3525.0,757-525-7170,AA0213,30908.0,0.0,PS,AGENT,MIKI,09:14:49,09:27:09,00:12:20,2022-05-05 03:19:53.489688
2058,2012-01-17,CR0014335,1221.0,439-113-7916,AA0105,30909.0,0.0,NW,AGENT,MICHAL,16:21:47,16:28:58,00:07:11,2022-05-08 07:33:11.489688
2059,2012-01-17,CR0014338,5283.0,314-546-4851,AA0106,30910.0,0.0,PS,AGENT,BENSION,11:50:44,12:10:40,00:19:56,2022-05-06 09:45:00.489688
2060,2012-01-06,CR0010889,3624.0,212-703-8758,AA0203,30911.0,0.0,PS,AGENT,AVNI,14:53:12,15:01:18,00:08:06,2022-05-04 19:53:15.489688
2061,2012-01-03,CR0009358,1891.0,953-476-9580,AA0213,30912.0,1.0,PS,AGENT,STEREN,14:01:23,14:14:46,00:13:23,2022-05-08 21:44:30.489688
2062,2011-12-27,CR0013314,246.0,614-478-5366,AA0102,30913.0,0.0,NW,AGENT,IDIT,11:40:37,11:49:53,00:09:16,2022-05-01 02:47:32.489688
2063,2011-12-19,CR0006795,8366.0,192-039-8843,AA0215,30915.0,0.0,PS,AGENT,KAZAV,12:43:32,13:02:33,00:19:01,2022-05-02 04:55:38.489688
2064,2011-12-16,CR0006173,3841.0,118-216-2178,AA0102,30916.0,0.0,PE,AGENT,GILI,16:51:37,17:11:49,00:20:12,2022-04-30 10:48:10.489688
2065,2011-12-14,CR0015394,2267.0,535-549-2691,AA0115,30917.0,0.0,PS,AGENT,TOVA,15:51:18,15:54:43,00:03:25,2022-05-07 05:02:28.489688
2066,2011-12-12,CR0004889,4768.0,212-035-2517,AA0205,30918.0,0.0,PS,AGENT,AVIDAN,12:46:13,12:48:14,00:02:01,2022-05-05 20:13:30.489688
2067,2011-12-06,CR0003269,409.0,338-688-3943,AA0202,30919.0,1.0,PS,AGENT,IDIT,12:08:06,12:09:37,00:01:31,2022-05-07 08:05:25.489688
2068,2011-12-05,CR0002929,7863.0,814-452-0875,AA0109,30920.0,0.0,PS,AGENT,YIFAT,09:27:41,09:46:41,00:19:00,2022-05-05 23:11:29.489688
2069,2015-09-02,,,259-090-1827,AA0101,34548.0,0.0,NW,HANG,NO_SERVER,13:27:34,13:27:38,00:00:04,2022-04-30 05:02:02.489688
2070,2017-03-07,,,673-468-2528,AA0110,34556.0,2.0,PS,HANG,NO_SERVER,09:12:09,09:12:12,00:00:03,2022-05-06 09:18:13.489688
2071,2018-04-02,,,918-677-6649,AA0202,34558.0,0.0,PS,HANG,NO_SERVER,16:27:20,16:27:23,00:00:03,2022-05-01 04:21:19.489688
2072,2016-12-25,,,250-855-5777,AA0203,34575.0,2.0,PS,HANG,NO_SERVER,14:10:10,14:10:12,00:00:02,2022-05-06 07:10:30.489688
2073,2019-11-17,,,978-980-5167,AA0101,34576.0,1.0,PS,HANG,NO_SERVER,16:58:33,16:58:38,00:00:05,2022-05-08 04:32:24.489688
2074,2015-03-18,,,422-003-4537,AA0109,34577.0,1.0,PS,HANG,NO_SERVER,09:53:46,09:53:49,00:00:03,2022-05-08 21:49:44.489688
2075,2015-08-18,,,596-244-9086,AA0202,34579.0,2.0,PS,HANG,NO_SERVER,16:02:39,16:02:40,00:00:01,2022-05-05 14:18:41.489688
2076,2013-08-03,,,914-054-0812,AA0104,34582.0,0.0,PS,HANG,NO_SERVER,12:16:17,12:16:21,00:00:04,2022-05-06 04:24:59.489688
2077,2015-07-19,,,345-082-3296,AA0209,34583.0,0.0,NW,HANG,NO_SERVER,16:02:56,16:03:01,00:00:05,2022-05-05 10:58:37.489688
2078,2013-05-07,,,212-260-8145,AA0110,34593.0,0.0,NW,HANG,NO_SERVER,14:12:57,14:13:01,00:00:04,2022-05-06 15:33:35.489688
2079,2013-05-10,,,190-021-5072,AA0102,34594.0,0.0,NW,HANG,NO_SERVER,10:05:12,10:05:17,00:00:05,2022-04-30 00:45:14.489688
2080,2018-06-07,,,637-156-0285,AA0101,34600.0,0.0,NW,HANG,NO_SERVER,16:55:03,16:55:06,00:00:03,2022-05-06 16:24:15.489688
2081,2017-01-04,,,848-614-3185,AA0103,34601.0,1.0,PS,HANG,NO_SERVER,09:32:32,09:32:37,00:00:05,2022-05-02 21:09:44.489688
2082,2019-04-09,,,838-511-3760,AA0110,34606.0,0.0,NW,HANG,NO_SERVER,12:17:54,12:17:55,00:00:01,2022-05-05 14:04:47.489688
2083,2019-10-02,,,728-429-0394,AA0106,34613.0,0.0,PS,HANG,NO_SERVER,14:04:42,14:04:46,00:00:04,2022-05-10 08:56:45.489688
2084,2015-10-03,,,975-360-3055,AA0203,34617.0,0.0,PS,HANG,NO_SERVER,16:13:40,16:13:45,00:00:05,2022-05-05 14:12:14.489688
2085,2019-10-15,,,508-555-8060,AA0103,34621.0,0.0,NW,HANG,NO_SERVER,16:58:50,16:58:54,00:00:04,2022-05-10 19:45:51.489688
2086,2013-05-14,,,978-900-2898,AA0205,34625.0,2.0,PS,HANG,NO_SERVER,09:47:03,09:47:05,00:00:02,2022-05-01 03:10:59.489688
2087,2019-06-05,,,518-904-7717,AA0103,34627.0,2.0,NE,HANG,NO_SERVER,11:23:29,11:23:33,00:00:04,2022-05-02 15:31:56.489688
2088,2019-08-09,,,978-894-9984,AA0113,34638.0,0.0,PS,HANG,NO_SERVER,13:20:49,13:20:53,00:00:04,2022-05-06 14:15:30.489688
2089,2018-01-16,,,508-344-4092,AA0205,34641.0,0.0,NW,HANG,NO_SERVER,16:54:51,16:54:55,00:00:04,2022-05-03 23:13:19.489688
2090,2015-06-24,,,164-808-7956,AA0215,34645.0,0.0,PS,HANG,NO_SERVER,12:42:08,12:42:12,00:00:04,2022-04-30 04:43:30.489688
2091,2015-10-04,,,781-901-0257,AA0205,34660.0,0.0,PS,HANG,NO_SERVER,09:46:21,09:46:24,00:00:03,2022-05-02 05:59:58.489688
2092,2014-01-27,,,978-111-6880,AA0103,34665.0,0.0,PS,HANG,NO_SERVER,14:04:47,14:04:48,00:00:01,2022-05-09 21:57:59.489688
2093,2014-12-05,,,463-576-8017,AA0112,34675.0,0.0,TT,HANG,NO_SERVER,13:18:28,13:18:32,00:00:04,2022-05-03 08:11:23.489688
2094,2017-12-16,,,503-190-2800,AA0109,34680.0,0.0,PS,HANG,NO_SERVER,09:52:25,09:52:26,00:00:01,2022-05-06 11:01:44.489688
2095,2017-12-02,,,361-874-6781,AA0106,34686.0,2.0,PS,HANG,NO_SERVER,11:53:08,11:53:11,00:00:03,2022-05-09 18:49:03.489688
2096,2019-11-09,,,243-994-7577,AA0101,34687.0,0.0,PS,HANG,NO_SERVER,16:37:19,16:37:22,00:00:03,2022-05-07 22:38:01.489688
2097,2017-02-20,,,366-476-8371,AA0104,34700.0,0.0,NW,HANG,NO_SERVER,11:16:47,11:16:48,00:00:01,2022-05-02 08:05:35.489688
2098,2017-01-13,,,504-679-3670,AA0102,34706.0,1.0,PS,HANG,NO_SERVER,11:58:36,11:58:40,00:00:04,2022-05-01 22:25:55.489688
2099,2014-03-09,,,617-023-8041,AA0115,34712.0,0.0,NW,HANG,NO_SERVER,14:32:18,14:32:21,00:00:03,2022-05-06 16:09:31.489688
2100,2015-07-22,,,848-592-7751,AA0202,34713.0,1.0,PS,HANG,NO_SERVER,15:19:47,15:19:49,00:00:02,2022-05-03 17:44:45.489688
2101,2014-04-04,,,212-930-7724,AA0102,34714.0,0.0,NW,HANG,NO_SERVER,10:27:08,10:27:09,00:00:01,2022-05-07 06:23:53.489688
2102,2014-05-05,,,567-845-8514,AA0106,34731.0,0.0,PS,HANG,NO_SERVER,12:46:34,12:46:37,00:00:03,2022-05-08 21:20:19.489688
2103,2018-09-18,,,643-458-5020,AA0206,34733.0,0.0,NW,HANG,NO_SERVER,11:29:41,11:29:43,00:00:02,2022-05-02 19:55:15.489688
2104,2019-04-25,,,179-932-9825,AA0214,34734.0,0.0,NW,HANG,NO_SERVER,16:21:22,16:21:26,00:00:04,2022-05-10 06:50:40.489688
2105,2017-12-18,,,886-079-2110,AA0215,34741.0,0.0,PS,HANG,NO_SERVER,12:46:32,12:46:36,00:00:04,2022-04-30 02:51:34.489688
2106,2018-03-12,,,595-517-1902,AA0106,34744.0,0.0,NW,HANG,NO_SERVER,15:54:42,15:54:47,00:00:05,2022-05-05 14:01:42.489688
2107,2019-02-04,,,534-212-9468,AA0115,34755.0,0.0,PS,HANG,NO_SERVER,13:02:00,13:02:02,00:00:02,2022-05-01 19:59:32.489688
2108,2017-12-20,,,617-395-9384,AA0202,34756.0,0.0,PS,HANG,NO_SERVER,11:16:06,11:16:11,00:00:05,2022-05-08 16:46:16.489688
2109,2018-01-27,,,939-177-2497,AA0105,34758.0,0.0,NW,HANG,NO_SERVER,11:05:30,11:05:33,00:00:03,2022-05-03 04:08:14.489688
2110,2014-11-12,,,508-683-6142,AA0203,34767.0,0.0,NW,HANG,NO_SERVER,14:26:12,14:26:14,00:00:02,2022-05-10 20:07:36.489688
2111,2018-07-09,,,112-954-9501,AA0115,34773.0,0.0,NW,HANG,NO_SERVER,16:31:32,16:31:33,00:00:01,2022-05-10 11:24:38.489688
2112,2013-10-07,,,212-047-1219,AA0106,34774.0,0.0,PS,HANG,NO_SERVER,13:14:09,13:14:10,00:00:01,2022-05-05 17:22:47.489688
2113,2015-06-18,,,212-899-9780,AA0108,34777.0,0.0,TT,HANG,NO_SERVER,10:35:08,10:35:10,00:00:02,2022-05-06 14:42:00.489688
2114,2013-07-22,,,508-788-7572,AA0103,34778.0,0.0,PS,HANG,NO_SERVER,09:52:19,09:52:21,00:00:02,2022-05-08 21:58:56.489688
2115,2018-01-08,,,639-274-0935,AA0213,34779.0,0.0,PS,HANG,NO_SERVER,09:27:53,09:27:56,00:00:03,2022-05-02 15:20:55.489688
2116,2019-04-26,,,555-264-8818,AA0205,34783.0,1.0,PS,HANG,NO_SERVER,15:44:43,15:44:46,00:00:03,2022-05-05 05:48:27.489688
2117,2015-08-08,,,248-694-2681,AA0110,34796.0,0.0,NW,HANG,NO_SERVER,16:10:39,16:10:42,00:00:03,2022-05-07 15:59:39.489688
2118,2019-02-05,,,248-570-2876,AA0106,34798.0,2.0,PS,HANG,NO_SERVER,11:11:47,11:11:52,00:00:05,2022-05-06 18:02:19.489688
2119,2018-06-21,,,212-278-6428,AA0101,34803.0,0.0,NW,HANG,NO_SERVER,15:34:24,15:34:29,00:00:05,2022-04-30 22:19:43.489688
2120,2016-02-10,,,915-779-5619,AA0205,34813.0,2.0,NE,HANG,NO_SERVER,15:12:20,15:12:22,00:00:02,2022-05-06 16:55:59.489688
2121,2019-02-02,,,405-771-6657,AA0110,34819.0,0.0,PS,HANG,NO_SERVER,13:37:12,13:37:16,00:00:04,2022-05-09 17:15:13.489688
2122,2019-04-04,,,389-688-3833,AA0204,34821.0,0.0,NW,HANG,NO_SERVER,16:43:13,16:43:14,00:00:01,2022-05-06 19:52:39.489688
2123,2017-06-27,,,508-781-1103,AA0205,34833.0,2.0,PS,HANG,NO_SERVER,09:25:08,09:25:09,00:00:01,2022-05-07 15:18:07.489688
2124,2017-10-09,,,617-647-0807,AA0102,34836.0,0.0,NW,HANG,NO_SERVER,10:38:14,10:38:17,00:00:03,2022-05-09 20:00:31.489688
2125,2019-01-02,,,957-117-2680,AA0103,34837.0,1.0,PS,HANG,NO_SERVER,11:15:24,11:15:27,00:00:03,2022-05-05 04:31:03.489688
2126,2018-07-04,,,374-818-8080,AA0102,34840.0,0.0,PS,HANG,NO_SERVER,15:42:38,15:42:42,00:00:04,2022-05-10 03:52:41.489688
2127,2013-12-20,,,914-011-1365,AA0102,34845.0,0.0,NW,HANG,NO_SERVER,09:23:30,09:23:32,00:00:02,2022-05-04 20:04:37.489688
2128,2013-03-23,,,430-261-5670,AA0209,34857.0,0.0,NW,HANG,NO_SERVER,16:50:58,16:50:59,00:00:01,2022-05-10 15:52:26.489688
2129,2013-08-05,,,212-936-0483,AA0105,34859.0,0.0,NW,HANG,NO_SERVER,11:21:42,11:21:44,00:00:02,2022-05-06 07:05:57.489688
2130,2015-12-21,,,337-157-9712,AA0209,34860.0,2.0,PS,HANG,NO_SERVER,13:25:33,13:25:37,00:00:04,2022-05-08 15:52:18.489688
2131,2013-01-06,,,978-188-1804,AA0104,34861.0,2.0,PS,HANG,NO_SERVER,10:16:17,10:16:18,00:00:01,2022-05-06 02:02:46.489688
2132,2016-09-16,,,133-274-1580,AA0101,34868.0,0.0,NW,HANG,NO_SERVER,09:15:14,09:15:15,00:00:01,2022-04-30 19:45:17.489688
2133,2014-10-19,,,726-281-9507,AA0203,34879.0,2.0,PS,HANG,NO_SERVER,14:57:54,14:57:57,00:00:03,2022-05-08 18:37:55.489688
2134,2014-10-14,,,833-171-7741,AA0113,34881.0,0.0,NW,HANG,NO_SERVER,14:34:12,14:34:13,00:00:01,2022-05-02 10:59:15.489688
2135,2015-09-06,,,833-690-0337,AA0202,34883.0,0.0,PS,HANG,NO_SERVER,15:56:17,15:56:20,00:00:03,2022-05-10 21:23:39.489688
2136,2016-06-28,,,672-378-7194,AA0205,34891.0,1.0,PS,HANG,NO_SERVER,13:09:47,13:09:52,00:00:05,2022-05-08 11:44:18.489688
2137,2016-02-26,,,576-950-4368,AA0109,34899.0,1.0,PS,HANG,NO_SERVER,12:21:08,12:21:13,00:00:05,2022-05-06 01:29:53.489688
2138,2016-01-20,,,466-238-5085,AA0203,34906.0,0.0,PS,HANG,NO_SERVER,12:31:51,12:31:53,00:00:02,2022-05-06 23:18:33.489688
2139,2018-12-09,,,154-320-6171,AA0204,34913.0,0.0,NW,HANG,NO_SERVER,15:20:03,15:20:07,00:00:04,2022-05-08 16:32:25.489688
2140,2019-11-13,,,648-610-0995,AA0106,34917.0,2.0,PS,HANG,NO_SERVER,16:05:54,16:05:57,00:00:03,2022-05-09 16:36:11.489688
2141,2018-02-06,,,460-365-4008,AA0106,34919.0,0.0,PS,HANG,NO_SERVER,11:44:54,11:44:56,00:00:02,2022-05-08 21:57:37.489688
2142,2017-02-17,,,589-579-7278,AA0101,34928.0,0.0,PS,HANG,NO_SERVER,14:37:54,14:37:59,00:00:05,2022-05-06 09:02:36.489688
2143,2016-09-09,,,725-333-2194,AA0106,34932.0,1.0,PS,HANG,NO_SERVER,11:02:48,11:02:53,00:00:05,2022-05-06 04:08:06.489688
2144,2014-02-12,,,604-820-1877,AA0202,34933.0,0.0,NW,HANG,NO_SERVER,15:06:59,15:07:00,00:00:01,2022-05-01 13:28:57.489688
2145,2019-09-01,,,966-380-3755,AA0203,34934.0,0.0,PS,HANG,NO_SERVER,10:17:15,10:17:17,00:00:02,2022-04-30 02:09:07.489688
2146,2019-04-24,,,837-243-1363,AA0110,34943.0,0.0,NW,HANG,NO_SERVER,10:28:48,10:28:51,00:00:03,2022-05-01 22:34:33.489688
2147,2019-03-14,,,385-156-0221,AA0110,34948.0,0.0,NW,HANG,NO_SERVER,14:38:34,14:38:35,00:00:01,2022-05-06 05:37:52.489688
2148,2018-09-08,,,348-390-0382,AA0102,34949.0,0.0,NW,HANG,NO_SERVER,13:02:05,13:02:10,00:00:05,2022-04-30 02:48:00.489688
2149,2015-11-15,,,327-886-6804,AA0204,34950.0,0.0,PS,HANG,NO_SERVER,15:14:55,15:15:00,00:00:05,2022-05-08 12:21:53.489688
2150,2018-06-09,,,791-211-8115,AA0214,34954.0,1.0,PS,HANG,NO_SERVER,09:19:49,09:19:54,00:00:05,2022-05-02 15:26:11.489688
2151,2015-08-28,,,413-099-1143,AA0203,34963.0,0.0,NW,HANG,NO_SERVER,14:58:41,14:58:44,00:00:03,2022-05-08 22:55:59.489688
2152,2016-12-01,,,978-562-4262,AA0106,34965.0,0.0,NW,HANG,NO_SERVER,09:48:26,09:48:31,00:00:05,2022-05-06 19:58:07.489688
2153,2015-03-09,,,823-267-7558,AA0213,34971.0,2.0,PS,HANG,NO_SERVER,13:58:53,13:58:57,00:00:04,2022-05-10 22:52:59.489688
2154,2014-04-05,,,610-520-7079,AA0210,34974.0,0.0,PS,HANG,NO_SERVER,16:54:07,16:54:08,00:00:01,2022-05-07 05:14:19.489688
2155,2014-06-25,,,757-679-9569,AA0101,34995.0,0.0,PS,HANG,NO_SERVER,15:44:41,15:44:42,00:00:01,2022-05-04 09:01:28.489688
2156,2015-04-20,,,345-820-8090,AA0104,35007.0,0.0,NW,HANG,NO_SERVER,10:00:59,10:01:02,00:00:03,2022-05-01 14:48:49.489688
