,loan_id,funded_amount,funded_date,duration_years,duration_months,10_yr_treasury_index_date_funded,interest_rate_percent,interest_rate,payments,total_past_payments,loan_balance,property_value,purpose,firstname,middlename,lastname,social,phone,title,employment_length,building_class_category,tax_class_at_present,building_class_at_present,address_1,address_2,zip_code,city,state,total_units,land_square_feet,gross_square_feet,tax_class_at_time_of_sale,event_timestamp
741,LL0000371,1570000.0,2013-05-10,15,180,1.9,3.198,0.03198,10992.26,79,701611.15,1751350.0,commerical property,Walter,Ellis,Suggs,664-00-0753,956-762-3624,Sales Manager / Loan originator,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,151 LENOX AVENUE,5,10261,New York City,NY,1,,,2,2022-05-02 13:48:02.227404
742,LL0001336,1596000.0,2014-10-23,30,360,2.29,3.888,0.03888,7516.86,62,1129954.9,1750800.0,home,Carter,Daniel,Brown,349-79-3987,943-611-5057,Physician,1,04 TAX CLASS 1 CONDOS,1C,R6,1040 57TH STREET,2,10003,New York City,NY,1,0.0,0.0,1,2022-04-30 21:07:11.227404
743,LL0000992,1550000.0,2012-06-24,30,360,1.69,3.289,0.03288,6778.07,90,939974.0,1747350.0,investment property,Justin,Waylon,Mcmahan,758-61-1784,967-428-0885,Sales Manager,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,581 PUTNAM AVENUE,3,10129,New York City,NY,1,0.0,0.0,2,2022-05-02 08:26:28.227404
744,LL0000761,1590000.0,2014-09-12,30,360,2.62,4.218,0.04218,7792.09,63,1099098.55,1746850.0,home,Leo,Kevin,Burk,277-71-9240,321-839-4143,Principal Software Engineer,2,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,481 HENRY STREET,4,10026,New York City,NY,1,0.0,0.0,2,2022-04-30 23:47:19.227404
745,LL0000827,1632000.0,2013-10-07,30,360,2.65,4.248,0.04248,8026.55,74,1038035.43,1745850.0,commerical property,Mario,Adan,Askew,664-91-4124,754-663-9627,Professor,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,110 PUTNAM AVENUE,2,10114,New York City,NY,1,0.0,0.0,2,2022-05-10 17:32:34.227404
746,LL0000979,1540000.0,2018-08-09,15,180,2.93,4.229,0.04228,11567.95,16,1354912.83,1745500.0,commerical property,Dakota,June,Mendez,996-53-1442,722-874-7260,Sales,15,04 TAX CLASS 1 CONDOS,1A,R3,240-25 68TH   AVENUE,12,10080,New York City,NY,1,,,1,2022-04-30 13:34:34.227404
747,LL0001477,1460000.0,2014-03-23,30,360,2.75,4.349,0.04349,7267.19,69,958563.73,1745500.0,commerical property,Lainey,Mabel,Kirby,443-56-2919,693-758-1271,CTO/VP Engineering,6,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,110 PUTNAM AVENUE,3,10185,New York City,NY,1,0.0,0.0,2,2022-05-01 20:17:58.227404
748,LL0001209,1460000.0,2014-03-24,30,360,2.74,4.339,0.04339,7258.6,69,959156.82,1745450.0,commerical property,Valerie,Summer,Schmidt,967-38-8572,236-312-2564,ER Physician,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,151 LENOX AVENUE,4,10278,New York City,NY,1,,,2,2022-05-09 18:00:01.227404
749,LL0001198,1656000.0,2018-05-22,30,360,3.06,4.658,0.04658,8546.89,19,1493609.14,1745450.0,investment property,Nehemiah,Atticus,Harrell,486-37-4051,445-877-6208,VP of Infrastructure and Operations,16,04 TAX CLASS 1 CONDOS,1C,R6,449 EVERGREEN AVENUE,1,10001,New York City,NY,1,0.0,0.0,1,2022-05-02 10:50:50.227404
750,LL0000604,1560000.0,2016-07-03,30,360,1.46,3.058,0.03058,6625.92,41,1288337.22,1743850.0,commerical property,Sawyer,Jenna,Chen,389-19-7166,603-874-2481,CEO,6,13 CONDOS - ELEVATOR APARTMENTS,2,R4,3030 WEST 32ND STREET,11,10153,New York City,NY,1,0.0,0.0,2,2022-05-02 21:59:13.227404
751,LL0001518,1710000.0,2018-03-12,30,360,2.87,4.468,0.04468,8631.84,21,1528731.45,1743000.0,commerical property,Zion,Jasper,Ballard,652-25-5390,212-228-5935,operations manager,10,03 THREE FAMILY DWELLINGS,1,C0,1894 PACIFIC ST,6,10020,New York City,NY,3,2679.0,4275.0,1,2022-04-30 19:15:36.227404
752,LL0001371,1728000.0,2019-03-15,30,360,2.59,4.188,0.04188,8438.12,9,1652056.93,1742600.0,home,Jacob,Noah,Jones,128-84-1695,966-108-9136,CEO,17,03 THREE FAMILY DWELLINGS,1,C0,589 SAINT MARKS AVENUE,4,10260,New York City,NY,3,2570.0,3480.0,1,2022-05-07 20:37:00.227404
753,LL0000431,1524000.0,2014-08-17,30,360,2.34,3.939,0.03938,7221.44,64,1061827.77,1742150.0,commerical property,Kai,Kingston,Crawford,636-12-3464,792-504-3158,GM,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,162 MONROE STRET,1,10019,New York City,NY,1,0.0,0.0,2,2022-05-05 16:57:41.227404
754,LL0000283,1656000.0,2018-08-10,30,360,2.87,4.468,0.04468,8359.25,16,1522251.98,1741450.0,home,Adan,Abram,Williams,744-35-1086,953-002-2827,MD,18,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,138 QUINCY STREET,2,10151,New York City,NY,1,0.0,0.0,2,2022-05-07 01:57:04.227404
755,LL0000652,1560000.0,2013-05-16,30,360,1.87,3.468,0.03468,6977.26,79,1008796.38,1741050.0,investment property,Paige,Ximena,Freeman,246-00-6264,555-198-8202,VP of Category Management,6,01 ONE FAMILY DWELLINGS,1,A5,7720 TENTH AVENUE,1,10261,New York City,NY,1,1900.0,1456.0,1,2022-05-02 22:53:39.227404
756,LL0001023,1560000.0,2013-05-25,30,360,2.01,3.608,0.03608,7099.48,79,999140.92,1740600.0,commerical property,Garrett,Cristian,Brewer,446-43-9101,867-059-6213,Senior Director,13,04 TAX CLASS 1 CONDOS,1C,R6,449 EVERGREEN AVENUE,2,10040,New York City,NY,1,0.0,0.0,1,2022-05-04 18:15:43.227404
757,LL0001091,1630000.0,2013-12-15,30,360,2.88,4.478,0.04478,8237.68,72,1036887.25,1740400.0,home,Mia,Ava,Chase,659-12-8102,210-033-8263,President,9,07 RENTALS - WALKUP APARTMENTS,2A,C3,1581 PACIFIC STREET,4,10281,New York City,NY,4,1800.0,3456.0,2,2022-05-01 17:03:28.227404
758,LL0000770,1560000.0,2016-10-02,30,360,1.5944,3.193,0.03193,6740.51,38,1303860.55,1739300.0,commerical property,Kate,Camille,Watkins,518-24-4521,420-622-3506,Loan Processor,18,04 TAX CLASS 1 CONDOS,1A,R3,3136 EMMONS AVENUE,4,10019,New York City,NY,1,0.0,0.0,1,2022-05-01 21:02:26.227404
759,LL0001041,1530000.0,2018-07-15,30,360,2.83,4.429,0.04428,7686.97,17,1399321.54,1736750.0,commerical property,Roman,Jax,Baumann,384-63-9853,816-161-5024,owner,11,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,3423 GUIDER AVENUE,5,10105,New York City,NY,1,0.0,0.0,2,2022-05-03 00:54:42.227404
760,LL0001308,1600000.0,2015-10-21,30,360,2.04,3.638,0.03638,7308.53,50,1234573.35,1736650.0,commerical property,Lindsey,Hadassah,Hodge,301-19-4257,960-949-7565,Engineer,7,04 TAX CLASS 1 CONDOS,1C,R6,438 LAFAYETTE AVENUE,2,10163,New York City,NY,1,0.0,0.0,1,2022-05-06 19:21:25.227404
761,LL0000970,1540000.0,2012-07-22,30,360,1.49,3.089,0.03088,6566.02,89,955624.27,1735950.0,investment property,Payton,Raelynn,Hunter,838-70-0099,990-222-4171,sales,1,04 TAX CLASS 1 CONDOS,1A,R3,1146 58TH   STREET,1,10103,New York City,NY,1,0.0,0.0,1,2022-05-05 14:36:47.227404
762,LL0001499,1428000.0,2013-01-03,15,180,1.92,3.219,0.03219,10012.61,83,596953.48,1735700.0,commerical property,Josue,Jaiden,Schneider,392-80-1930,606-131-5051,Vice President,5,04 TAX CLASS 1 CONDOS,1C,R6,45-03 20TH ROAD,3,10104,New York City,NY,1,,,1,2022-05-05 01:20:43.227404
763,LL0000329,1572000.0,2017-08-14,30,360,2.2185,3.817,0.03817,7340.07,28,1366478.02,1735500.0,investment property,Major,Killian,Kane,479-21-5510,786-606-4193,Chief Operating Officer,6,13 CONDOS - ELEVATOR APARTMENTS,2,R4,40-26 COLLEGE POINT BLVD,11E,10170,New York City,NY,1,,,2,2022-05-05 06:05:41.227404
764,LL0000740,1596000.0,2012-05-18,30,360,1.71,3.308,0.03308,6996.8,91,959291.31,1735200.0,home,Galilea,Elizabeth,Berg,343-90-3086,251-954-6342,Vice President,4,04 TAX CLASS 1 CONDOS,1C,R6,5014 19TH AVENUE,3,10104,New York City,NY,1,0.0,0.0,1,2022-05-05 09:22:49.227404
765,LL0001543,1530000.0,2012-02-03,15,180,1.97,3.269,0.03268,10764.22,94,518163.11,1734450.0,commerical property,Isabella,Harper,Estrada,979-30-8968,435-191-7003,Exec Director,18,13 CONDOS - ELEVATOR APARTMENTS,2,R4,30 WEST 61ST STREET,11E,10002,New York City,NY,1,,,2,2022-05-08 01:01:47.227404
766,LL0001643,1630000.0,2014-04-25,15,180,2.68,3.978,0.03978,12038.95,68,811351.35,1733850.0,commerical property,Timothy,Knox,Whitten,434-15-5871,230-221-5788,Regional General Counsel,1,04 TAX CLASS 1 CONDOS,1C,R6,22 GRAMERCY PARK SOUTH,1,10009,New York City,NY,1,,,1,2022-05-02 09:03:21.227404
767,LL0001296,1550000.0,2013-03-22,30,360,1.93,3.529,0.03528,6984.44,81,984260.23,1733800.0,investment property,Seth,Leonel,Randle,760-28-0959,319-992-4804,President,8,04 TAX CLASS 1 CONDOS,1A,R3,68-11 DOUGLASTON PARKWAY,1,10044,New York City,NY,1,,,1,2022-05-07 15:27:32.227404
768,LL0000228,1600000.0,2015-12-25,15,180,2.25,3.548,0.03548,11475.87,48,1049158.12,1733400.0,investment property,Alexander,Raymond,Navarro,930-22-3099,329-421-9766,Director Solutions,17,04 TAX CLASS 1 CONDOS,1C,R6,1270 56TH STREET,1,10168,New York City,NY,1,0.0,0.0,1,2022-05-04 00:32:15.227404
769,LL0000461,1632000.0,2014-07-05,30,360,2.65,4.248,0.04248,8026.55,65,1110274.36,1732300.0,investment property,Milo,Martin,Huff,322-60-6798,737-884-9911,Senior Consultant,18,02 TWO FAMILY DWELLINGS,1,B3,524 DECATUR STREET,3,10022,New York City,NY,2,1800.0,2322.0,1,2022-05-10 18:16:54.227404
770,LL0000301,1510000.0,2014-06-28,30,360,2.54,4.139,0.04138,7329.62,66,1026245.06,1730650.0,commerical property,Hunter,Bennett,Conn,461-46-0435,361-031-3956,banker,11,03 THREE FAMILY DWELLINGS,1,C0,1160 ROGERS AVENUE,4,10279,New York City,NY,3,2625.0,3600.0,1,2022-05-05 18:01:11.227404
771,LL0001388,1510000.0,2017-10-13,30,360,2.273,3.872,0.03871,7097.13,26,1325474.74,1730500.0,home,David,Ethan,Brown,418-35-7619,357-430-1699,MD,15,04 TAX CLASS 1 CONDOS,1C,R6,5501 14TH AVE,1,10106,New York City,NY,1,0.0,0.0,1,2022-05-03 15:26:57.227404
772,LL0001116,1700000.0,2018-05-14,30,360,3.0,4.598,0.04598,8712.92,19,1534454.47,1729850.0,home,Annalise,Bristol,Goodman,181-58-1337,810-123-3855,CEO,15,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1188 44TH   STREET,3,10081,New York City,NY,1,0.0,0.0,2,2022-05-04 20:18:42.227404
773,LL0001043,1650000.0,2015-09-07,30,360,2.13,3.728,0.03728,7620.82,51,1261337.98,1728850.0,home,Aviana,Madison,Gilmore,450-74-7769,888-294-7936,Vice President,5,04 TAX CLASS 1 CONDOS,1C,R6,1445 36TH   STREET,2,10029,New York City,NY,1,0.0,0.0,1,2022-05-01 13:48:26.227404
774,LL0001121,1490000.0,2013-07-06,15,180,2.73,4.029,0.04029,11043.02,77,639687.76,1728500.0,investment property,Rory,Charlotte,Jones,302-40-9343,480-022-1365,CEO,7,13 CONDOS - ELEVATOR APARTMENTS,2,R4,129 WEST 89TH STREET,5,10120,New York City,NY,1,,,2,2022-05-06 08:04:45.227404
775,LL0000086,1700000.0,2018-06-14,30,360,2.94,4.538,0.04538,8652.08,18,1544262.62,1728300.0,commerical property,Izabella,Jacqueline,Obrien,680-93-2685,428-550-5529,Physician,13,13 CONDOS - ELEVATOR APARTMENTS,2,R4,189 SCHERMERHORN STREET,11F,10029,New York City,NY,1,0.0,0.0,2,2022-05-07 12:04:10.227404
776,LL0000314,1720000.0,2019-08-09,30,360,1.74,3.338,0.03338,7568.87,4,1689724.51,1727250.0,home,Knox,Dallas,Welch,650-18-0238,648-080-7408,Vice President,2,14 RENTALS - 4-10 UNIT,2A,S3,1778 NOSTRAND AVENUE,4,10159,New York City,NY,4,2000.0,3300.0,2,2022-05-04 22:20:14.227404
777,LL0001199,1470000.0,2015-10-24,30,360,2.09,3.689,0.03689,6757.02,50,1132149.13,1726500.0,investment property,Damian,Camden,Wilburn,680-55-8805,370-441-9141,Longshoremen,3,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,535 THROOP AVENUE,2,10116,New York City,NY,1,0.0,0.0,2,2022-04-30 14:42:14.227404
778,LL0000976,1510000.0,2014-10-28,30,360,2.3,3.899,0.03898,7120.46,62,1068531.49,1724550.0,commerical property,Ethan,Mason,Davis,548-41-5171,679-974-2132,Senior Vice President,4,04 TAX CLASS 1 CONDOS,1C,R6,403 PACIFIC STREET,2,10008,New York City,NY,1,0.0,0.0,1,2022-05-03 17:14:59.227404
779,LL0001373,1490000.0,2017-01-25,15,180,2.5116,3.81,0.0381,10880.02,35,1109199.28,1723550.0,investment property,James,Jacob,Le,307-73-4310,652-583-5167,CEO,7,07 RENTALS - WALKUP APARTMENTS,2A,C3,2093 DEAN STREET,4,10177,New York City,NY,4,3238.0,3168.0,2,2022-05-09 23:54:53.227404
780,LL0000576,1650000.0,2019-05-04,30,360,2.54,4.138,0.04138,8009.19,7,1593935.69,1722100.0,investment property,Evan,Jeremiah,Goodson,213-36-8985,400-195-5936,Sales Manager,18,04 TAX CLASS 1 CONDOS,1A,R3,5616 18TH   AVENUE,1,10105,New York City,NY,1,0.0,0.0,1,2022-05-05 17:22:41.227404
781,LL0000213,1550000.0,2017-04-07,30,360,2.3822,3.981,0.03981,7382.97,32,1313745.0,1719950.0,home,Kelly,Alanna,Gibbs,717-41-0752,758-508-9854,finance director,10,13 CONDOS - ELEVATOR APARTMENTS,2,R4,150 EAST 85TH STREET,11E,10034,New York City,NY,1,,,2,2022-05-06 04:04:47.227404
782,LL0001156,1610000.0,2014-01-23,30,360,2.79,4.388,0.04388,8050.84,71,1038390.19,1718450.0,investment property,Delilah,Ava,Cole,564-11-0764,701-510-7424,Driver,8,13 CONDOS - ELEVATOR APARTMENTS,2,R4,305 WEST 143RD STREET,5,10104,New York City,NY,1,,,2,2022-05-04 16:47:57.227404
783,LL0001514,1590000.0,2013-01-01,30,360,1.78,3.378,0.03378,7031.97,84,999314.49,1717800.0,investment property,Josue,Raymond,Carey,137-71-7708,915-340-2687,Executive Creative Producer,8,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,248 17TH STREET,4,10176,New York City,NY,1,0.0,0.0,2,2022-05-10 03:54:52.227404
784,LL0000394,1430000.0,2014-02-08,30,360,2.71,4.309,0.04309,7084.22,70,934104.54,1717650.0,commerical property,Myles,Kyrie,Chastain,741-08-0462,692-019-2156,Vice President Operations,6,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,96 LEFFERTS PLACE,2,10112,New York City,NY,1,0.0,0.0,2,2022-04-30 00:57:26.227404
785,LL0001202,1520000.0,2015-10-05,30,360,2.07,3.669,0.03668,6968.82,50,1171559.05,1717450.0,home,Jace,Robert,Beckman,581-24-2256,348-883-5511,Owner,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,396 LEFFERTS AVENUE,4,10018,New York City,NY,1,0.0,0.0,2,2022-05-03 23:22:53.227404
786,LL0000240,1610000.0,2017-06-16,30,360,2.1514,3.75,0.0375,7456.16,30,1386315.17,1716450.0,investment property,Journey,Vera,Brewer,873-32-1896,620-483-2144,Engineer,11,07 RENTALS - WALKUP APARTMENTS,2A,C2,642 EAST 96TH   STREET,6,10120,New York City,NY,6,3575.0,5560.0,2,2022-05-08 10:39:43.227404
787,LL0000386,1430000.0,2014-03-26,30,360,2.71,4.309,0.04309,7084.22,69,941188.76,1715350.0,home,Millie,Lauryn,Tyler,678-92-0785,454-802-6441,Pilot,8,13 CONDOS - ELEVATOR APARTMENTS,2,R4,201 EAST 36TH   STREET,11E,10009,New York City,NY,1,,,2,2022-05-04 20:56:16.227404
788,LL0000666,1440000.0,2014-11-01,30,360,2.35,3.949,0.03949,6832.51,62,1016384.46,1714350.0,investment property,Ella,Miracle,Jackson,329-79-2895,828-420-1648,Owner,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,162 MONROE STREET,3,10023,New York City,NY,1,0.0,0.0,2,2022-05-01 01:31:02.227404
789,LL0001612,1610000.0,2014-04-26,30,360,2.68,4.278,0.04278,7946.65,68,1069628.1,1713800.0,home,Tessa,Vivienne,Lane,254-07-7067,635-120-1709,Chief Executive Officer,14,12 CONDOS - WALKUP APARTMENTS,2,R2,360 COURT STREET,19,10112,New York City,NY,1,0.0,0.0,2,2022-05-07 09:48:03.227404
790,LL0000305,1550000.0,2017-08-10,30,360,2.1975,3.796,0.03796,7218.81,28,1347873.32,1713700.0,home,Amelia,Ava,Stanley,932-98-2568,433-311-3321,"VP, Group Account Director",10,04 TAX CLASS 1 CONDOS,1C,R6,45-03 20TH   ROAD,1,10102,New York City,NY,1,,,1,2022-05-04 11:07:00.227404
791,LL0000405,1560000.0,2014-11-25,30,360,2.27,3.868,0.03868,7329.45,61,1112903.32,1713150.0,home,Ethan,Carlos,Burr,881-55-2417,460-908-9371,ceo,17,04 TAX CLASS 1 CONDOS,1A,R3,20 JACKSON PLACE,3,10260,New York City,NY,1,0.0,0.0,1,2022-05-01 18:39:29.227404
792,LL0000209,1584000.0,2019-07-08,30,360,2.05,3.648,0.03648,7244.37,5,1547778.13,1712850.0,investment property,Miles,Camden,Graham,128-88-5799,421-805-0745,Pilot,2,14 RENTALS - 4-10 UNIT,2A,S9,2901 AVENUE D,5,10007,New York City,NY,6,1800.0,3300.0,2,2022-05-02 20:13:55.227404
793,LL0001263,1524000.0,2016-04-28,30,360,1.84,3.439,0.03438,6790.81,44,1225204.53,1711150.0,commerical property,Fernando,Erick,May,240-76-8164,808-414-1699,Client Relationship Director,12,02 TWO FAMILY DWELLINGS,1,S2,1780 NOSTRAND AVENUE,5,10029,New York City,NY,3,2000.0,3300.0,1,2022-05-09 11:08:09.227404
794,LL0001729,1512000.0,2015-09-16,30,360,2.3,3.899,0.03898,7129.89,51,1148375.56,1710400.0,home,Maddison,Kaydence,Rhodes,416-92-3148,506-335-1756,Senior Loan Officer,13,07 RENTALS - WALKUP APARTMENTS,2A,C3,61-15 165TH STREET,4,10108,New York City,NY,4,4000.0,3096.0,2,2022-05-02 00:08:52.227404
795,LL0000093,1536000.0,2013-10-09,30,360,2.68,4.279,0.04278,7581.4,74,974976.69,1709750.0,commerical property,Olivia,Elizabeth,Foley,717-05-0504,572-078-3167,originator,12,04 TAX CLASS 1 CONDOS,1C,R6,171 GREENE AVENUE,2,10165,New York City,NY,1,0.0,0.0,1,2022-05-10 19:17:08.227404
796,LL0000875,1450000.0,2015-08-22,30,360,2.05,3.649,0.03649,6632.35,52,1105118.0,1709650.0,home,Camden,Ezra,Mattson,273-49-2461,348-960-1310,Director,1,04 TAX CLASS 1 CONDOS,1C,R6,1634 57TH   STREET,1,10249,New York City,NY,1,0.0,0.0,1,2022-05-08 05:40:29.227404
797,LL0000748,1520000.0,2016-04-06,15,180,1.76,3.059,0.03058,10539.29,44,1056271.1,1708250.0,commerical property,Jorge,Elliott,Lara,104-71-3893,232-981-3822,Executive Director,14,13 CONDOS - ELEVATOR APARTMENTS,2,R4,24 BRADHURST AVENUE,4,10036,New York City,NY,1,,,2,2022-04-30 05:01:13.227404
798,LL0000149,1512000.0,2015-11-05,15,180,2.26,3.559,0.03558,10852.14,49,980245.1,1707900.0,investment property,William,Leonel,Williams,911-73-5303,468-108-8209,Associate Vice President,7,13 CONDOS - ELEVATOR APARTMENTS,2,R4,209-90 23RD   AVENUE,10C,10034,New York City,NY,1,,,2,2022-05-02 15:48:14.227404
799,LL0000376,1500000.0,2015-03-22,30,360,1.93,3.529,0.03529,6759.98,57,1114681.37,1707300.0,commerical property,David,Matthew,Chandler,492-18-6924,351-239-3316,"Director, User Experience",6,07 RENTALS - WALKUP APARTMENTS,2A,C3,77 EAST 51ST   STREET,4,10104,New York City,NY,4,2950.0,3696.0,2,2022-05-04 02:24:29.227404
800,LL0001709,1670000.0,2018-01-09,30,360,2.55,4.148,0.04148,8115.98,23,1483332.41,1706100.0,investment property,Roman,Theodore,Simmons,260-22-7176,381-648-6421,Dentist,17,07 RENTALS - WALKUP APARTMENTS,2A,C3,1010 NEW YORK AVENUE,4,10004,New York City,NY,4,2698.0,3198.0,2,2022-05-03 16:07:26.227404
801,LL0001025,1660000.0,2017-06-25,30,360,2.1423,3.741,0.03741,7679.24,30,1429622.69,1706000.0,home,Damien,Eduardo,Burton,441-54-4385,683-326-1832,Ophthalmologist/Eye Surgeon,6,04 TAX CLASS 1 CONDOS,1C,R6,1548 53RD STREET,1,10165,New York City,NY,1,0.0,0.0,1,2022-05-08 19:47:30.227404
802,LL0001484,1540000.0,2017-07-02,30,360,2.3037,3.902,0.03902,7265.45,29,1329301.81,1705650.0,home,Kenneth,Johnny,Graf,422-85-7740,961-626-8967,Registered nurse,10,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,543 BROOKLYN AVENUE,3,10154,New York City,NY,1,0.0,0.0,2,2022-05-03 00:28:04.227404
803,LL0001530,1480000.0,2014-03-24,30,360,2.74,4.339,0.04339,7358.03,69,972295.96,1705450.0,home,Abigail,Mia,Shelton,868-52-8062,268-105-5709,Managing Director,11,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1420 56TH STREET,1,10055,New York City,NY,1,0.0,0.0,2,2022-04-30 16:13:13.227404
804,LL0000562,1584000.0,2019-12-07,30,360,1.84,3.438,0.03438,7058.16,0,1584000.0,1705250.0,investment property,Eva,Abigail,Wood,301-03-8881,628-510-4142,Director of Engineering,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,92 HOWARD AVENUE,1,10172,New York City,NY,1,0.0,0.0,2,2022-05-03 07:24:09.227404
805,LL0000087,1620000.0,2018-08-18,30,360,2.87,4.468,0.04468,8177.53,16,1489159.54,1705050.0,home,Jensen,Derrick,Brown,640-76-2198,777-395-6038,VP Product Development,1,04 TAX CLASS 1 CONDOS,1C,R6,67 JEFFERSON AVENUE,3,10032,New York City,NY,1,0.0,0.0,1,2022-05-05 16:34:17.227404
806,LL0000072,1510000.0,2015-11-24,30,360,2.24,3.839,0.03838,7068.66,49,1163635.65,1704950.0,home,Vincent,Nathaniel,Ojeda,406-33-1358,373-516-0950,Resident Director/ Financial Advisor,16,13 CONDOS - ELEVATOR APARTMENTS,2,R4,131-03 40TH   ROAD,12Y,10121,New York City,NY,1,,,2,2022-05-01 17:06:42.227404
807,LL0001725,1690000.0,2019-03-14,30,360,2.63,4.228,0.04228,8292.03,9,1615371.71,1704650.0,investment property,Roman,Xavier,Ham,125-20-3283,737-224-7977,Partner / Attorney,14,13 CONDOS - ELEVATOR APARTMENTS,2,R4,330 EAST 75TH STREET,10K,10177,New York City,NY,1,,,2,2022-05-07 09:32:42.227404
808,LL0000164,1560000.0,2012-02-03,30,360,1.97,3.568,0.03568,7064.45,94,895942.07,1704450.0,investment property,Madilynn,Liana,Solis,562-16-9952,293-118-9065,Head of Business Agility,14,07 RENTALS - WALKUP APARTMENTS,2A,C3,126 EAST 95TH STREET,4,10081,New York City,NY,4,2500.0,3198.0,2,2022-05-09 05:57:51.227404
809,LL0001285,1640000.0,2016-07-06,30,360,1.38,2.978,0.02978,6894.86,41,1357310.64,1703700.0,commerical property,Cash,Dallas,Petersen,845-12-1424,537-638-7162,Vice President - Sales,13,04 TAX CLASS 1 CONDOS,1C,R6,551 RUGBY ROAD,1,10002,New York City,NY,1,0.0,0.0,1,2022-05-07 03:37:28.227404
810,LL0001367,1570000.0,2012-09-10,30,360,1.68,3.278,0.03278,6856.89,87,973450.63,1703450.0,investment property,Mae,Meredith,Charles,254-09-6586,954-707-9224,Chief Operations Officer,16,07 RENTALS - WALKUP APARTMENTS,2A,C2,636 WILSON AVENUE,6,10119,New York City,NY,6,2500.0,4875.0,2,2022-05-10 21:29:34.227404
811,LL0001384,1620000.0,2018-09-21,30,360,3.07,4.668,0.04668,8370.8,15,1494437.97,1703350.0,commerical property,Caiden,Donovan,Douglas,543-67-6946,877-535-8205,GM,4,04 TAX CLASS 1 CONDOS,1C,R6,1637 43RD STREET,1,10166,New York City,NY,1,0.0,0.0,1,2022-05-02 12:41:54.227404
812,LL0001143,1600000.0,2017-08-26,30,360,2.1659,3.764,0.03764,7422.57,28,1392168.16,1702900.0,investment property,Maggie,Haley,Austin,277-83-5642,474-747-1404,Finance Director,5,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,83 HALSEY STREET,1,10005,New York City,NY,1,0.0,0.0,2,2022-04-30 21:32:13.227404
813,LL0000515,1530000.0,2017-02-23,30,360,2.372,3.971,0.0397,7278.02,34,1282547.43,1702100.0,investment property,Leo,Zachary,Sullivan,752-88-4790,665-533-5357,President,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,396 LEFFERTS AVENUE,1,10018,New York City,NY,1,0.0,0.0,2,2022-05-02 11:40:26.227404
814,LL0000778,1490000.0,2018-06-07,30,360,2.93,4.529,0.04529,7575.31,18,1353644.47,1698650.0,home,Elliott,Derek,Silva,693-36-7442,661-772-1720,medical director,4,13 CONDOS - ELEVATOR APARTMENTS,2,R4,340 WEST 86TH   STREET,11F,10019,New York City,NY,1,,,2,2022-05-03 23:33:33.227404
815,LL0000229,1440000.0,2012-06-23,30,360,1.69,3.289,0.03289,6297.83,90,873194.85,1697400.0,commerical property,Cruz,Julius,Castaneda,957-35-1729,706-629-4694,Certified Welding Inspector,9,04 TAX CLASS 1 CONDOS,1C,R6,1067 GREENE AVENUE,2,10023,New York City,NY,1,0.0,0.0,1,2022-05-09 14:37:20.227404
816,LL0000452,1512000.0,2013-03-23,30,360,1.93,3.529,0.03528,6813.21,81,960129.98,1695750.0,investment property,Callie,Angela,Hart,883-00-6396,334-319-8669,"Area Director, Sales",5,04 TAX CLASS 1 CONDOS,1A,R3,1633 43RD   STREET,3,10151,New York City,NY,1,0.0,0.0,1,2022-05-05 07:24:13.227404
817,LL0001512,1520000.0,2016-12-22,30,360,2.5515,4.15,0.0415,7388.77,36,1254004.26,1695250.0,home,Brinley,Aleah,Burgess,122-05-1332,812-668-9984,Financial Advisor,16,04 TAX CLASS 1 CONDOS,1C,R6,5714 18TH   AVENUE,2,10044,New York City,NY,1,0.0,0.0,1,2022-05-02 23:27:27.227404
818,LL0001726,1570000.0,2013-02-26,30,360,1.88,3.478,0.03478,7030.74,82,993479.72,1695000.0,commerical property,Joel,Jude,Black,895-40-6467,335-009-8520,AML Investigator,2,04 TAX CLASS 1 CONDOS,1C,R6,5516 12TH AVENUE,2,10112,New York City,NY,1,0.0,0.0,1,2022-05-07 06:47:45.227404
