card_id,disp_id,type,year,month,day,fulldate,date,event_timestamp
V00000269,D00001718,VISA Infinite,2018,3,22,2018-03-22,2018-03-22,2022-07-25 08:34:47.810305
V00000515,D00003268,VISA Signature,2018,3,23,2018-03-23,2018-03-23,2022-07-20 14:23:42.810305
V00000290,D00001833,VISA Signature,2018,3,24,2018-03-24,2018-03-24,2022-07-21 12:04:56.810305
V00000315,D00002005,VISA Standard,2018,3,24,2018-03-24,2018-03-24,2022-07-17 16:00:58.810305
V00000784,D00005461,VISA Signature,2018,3,24,2018-03-24,2018-03-24,2022-07-15 17:56:26.810305
V00000063,D00000378,VISA Standard,2018,3,27,2018-03-27,2018-03-27,2022-07-22 01:32:11.810305
V00000417,D00002619,VISA Signature,2018,3,30,2018-03-30,2018-03-30,2022-07-21 02:36:44.810305
V00000619,D00003958,VISA Signature,2018,4,1,2018-04-01,2018-04-01,2022-07-21 14:47:34.810305
V00000191,D00001168,VISA Standard,2018,4,2,2018-04-02,2018-04-02,2022-07-20 22:07:39.810305
V00000965,D00008636,VISA Signature,2018,4,2,2018-04-02,2018-04-02,2022-07-21 12:03:44.810305
V00000444,D00002815,VISA Infinite,2018,4,3,2018-04-03,2018-04-03,2022-07-19 02:25:57.810305
V00000370,D00002374,VISA Signature,2018,4,3,2018-04-03,2018-04-03,2022-07-20 09:27:18.810305
V00000156,D00000906,VISA Standard,2018,4,7,2018-04-07,2018-04-07,2022-07-25 06:40:46.810305
V00000492,D00003166,VISA Signature,2018,4,9,2018-04-09,2018-04-09,2022-07-24 04:14:42.810305
V00000052,D00000326,VISA Infinite,2018,4,10,2018-04-10,2018-04-10,2022-07-16 18:04:02.810305
V00000071,D00000441,VISA Signature,2018,4,11,2018-04-11,2018-04-11,2022-07-15 15:38:59.810305
V00000775,D00005253,VISA Infinite,2018,4,11,2018-04-11,2018-04-11,2022-07-25 10:34:43.810305
V00000330,D00002124,VISA Signature,2018,4,11,2018-04-11,2018-04-11,2022-07-25 17:56:17.810305
V00000510,D00003256,VISA Signature,2018,4,13,2018-04-13,2018-04-13,2022-07-17 12:53:59.810305
V00000170,D00001020,VISA Signature,2018,4,16,2018-04-16,2018-04-16,2022-07-16 23:23:17.810305
V00000338,D00002146,VISA Signature,2018,4,16,2018-04-16,2018-04-16,2022-07-25 20:07:42.810305
V00000755,D00005002,VISA Signature,2018,4,16,2018-04-16,2018-04-16,2022-07-20 14:50:28.810305
V00000451,D00002888,VISA Standard,2018,4,16,2018-04-16,2018-04-16,2022-07-17 23:48:36.810305
V00000263,D00001668,VISA Infinite,2018,4,17,2018-04-17,2018-04-17,2022-07-18 14:57:55.810305
V00000602,D00003846,VISA Standard,2018,4,18,2018-04-18,2018-04-18,2022-07-25 23:12:16.810305
V00000498,D00003186,VISA Signature,2018,4,18,2018-04-18,2018-04-18,2022-07-17 08:05:51.810305
V00000933,D00007959,VISA Standard,2018,4,21,2018-04-21,2018-04-21,2022-07-16 14:53:41.810305
V00000089,D00000497,VISA Signature,2018,4,22,2018-04-22,2018-04-22,2022-07-20 11:29:09.810305
V00000761,D00005128,VISA Infinite,2018,4,23,2018-04-23,2018-04-23,2022-07-21 16:54:00.810305
V00000176,D00001049,VISA Signature,2018,4,25,2018-04-25,2018-04-25,2022-07-16 23:56:00.810305
V00001102,D00011183,VISA Signature,2018,4,25,2018-04-25,2018-04-25,2022-07-17 13:25:10.810305
V00000109,D00000605,VISA Signature,2018,4,26,2018-04-26,2018-04-26,2022-07-16 10:35:03.810305
V00000421,D00002644,VISA Signature,2018,4,27,2018-04-27,2018-04-27,2022-07-21 08:53:14.810305
V00000918,D00007796,VISA Signature,2018,4,27,2018-04-27,2018-04-27,2022-07-18 13:19:38.810305
V00000680,D00004417,VISA Signature,2018,4,29,2018-04-29,2018-04-29,2022-07-20 11:58:55.810305
V00000824,D00006196,VISA Signature,2018,4,29,2018-04-29,2018-04-29,2022-07-20 11:37:56.810305
V00000448,D00002864,VISA Signature,2018,4,29,2018-04-29,2018-04-29,2022-07-20 00:12:57.810305
V00001194,D00012781,VISA Standard,2018,4,30,2018-04-30,2018-04-30,2022-07-21 11:46:13.810305
V00000331,D00002125,VISA Infinite,2018,5,1,2018-05-01,2018-05-01,2022-07-25 03:30:29.810305
V00000734,D00004765,VISA Signature,2018,5,1,2018-05-01,2018-05-01,2022-07-17 01:12:37.810305
V00000235,D00001438,VISA Signature,2018,5,2,2018-05-02,2018-05-02,2022-07-19 17:09:32.810305
V00000284,D00001807,VISA Signature,2018,5,7,2018-05-07,2018-05-07,2022-07-16 08:37:21.810305
V00000412,D00002585,VISA Signature,2018,5,9,2018-05-09,2018-05-09,2022-07-16 09:40:21.810305
V00000064,D00000402,VISA Signature,2018,5,10,2018-05-10,2018-05-10,2022-07-25 18:17:24.810305
V00000186,D00001133,VISA Infinite,2018,5,12,2018-05-12,2018-05-12,2022-07-23 15:15:34.810305
V00000458,D00002951,VISA Infinite,2018,5,14,2018-05-14,2018-05-14,2022-07-15 02:15:36.810305
V00000465,D00002995,VISA Signature,2018,5,15,2018-05-15,2018-05-15,2022-07-19 22:19:49.810305
V00000457,D00002948,VISA Standard,2018,5,16,2018-05-16,2018-05-16,2022-07-23 21:11:48.810305
V00000456,D00002929,VISA Signature,2018,5,16,2018-05-16,2018-05-16,2022-07-24 06:15:16.810305
V00000645,D00004166,VISA Signature,2018,5,17,2018-05-17,2018-05-17,2022-07-21 10:29:39.810305
V00000906,D00007683,VISA Infinite,2018,5,18,2018-05-18,2018-05-18,2022-07-24 02:44:47.810305
V00000756,D00005012,VISA Signature,2018,5,18,2018-05-18,2018-05-18,2022-07-22 16:51:36.810305
V00000218,D00001322,VISA Signature,2018,5,18,2018-05-18,2018-05-18,2022-07-15 07:19:33.810305
V00000717,D00004654,VISA Signature,2018,5,19,2018-05-19,2018-05-19,2022-07-25 14:14:45.810305
V00000008,D00000060,VISA Standard,2018,5,20,2018-05-20,2018-05-20,2022-07-22 20:25:58.810305
V00000700,D00004533,VISA Standard,2018,5,22,2018-05-22,2018-05-22,2022-07-16 19:53:48.810305
V00000757,D00005013,VISA Standard,2018,5,22,2018-05-22,2018-05-22,2022-07-15 06:03:30.810305
V00000126,D00000707,VISA Signature,2018,5,23,2018-05-23,2018-05-23,2022-07-22 23:48:17.810305
V00000358,D00002287,VISA Standard,2018,5,23,2018-05-23,2018-05-23,2022-07-19 20:19:03.810305
V00000639,D00004112,VISA Signature,2018,5,23,2018-05-23,2018-05-23,2022-07-15 21:40:02.810305
V00000212,D00001280,VISA Signature,2018,5,24,2018-05-24,2018-05-24,2022-07-23 19:06:29.810305
V00000415,D00002609,VISA Signature,2018,5,25,2018-05-25,2018-05-25,2022-07-20 19:40:51.810305
V00000161,D00000963,VISA Signature,2018,5,25,2018-05-25,2018-05-25,2022-07-25 10:46:38.810305
V00000207,D00001244,VISA Signature,2018,5,25,2018-05-25,2018-05-25,2022-07-23 15:23:15.810305
V00001216,D00013097,VISA Signature,2018,5,26,2018-05-26,2018-05-26,2022-07-18 15:02:03.810305
V00000649,D00004190,VISA Signature,2018,5,29,2018-05-29,2018-05-29,2022-07-21 09:49:06.810305
V00000475,D00003075,VISA Infinite,2018,5,31,2018-05-31,2018-05-31,2022-07-22 06:59:34.810305
V00000586,D00003756,VISA Signature,2018,5,31,2018-05-31,2018-05-31,2022-07-19 04:28:41.810305
V00000446,D00002841,VISA Signature,2018,6,4,2018-06-04,2018-06-04,2022-07-18 11:10:06.810305
V00000823,D00006178,VISA Signature,2018,6,5,2018-06-05,2018-06-05,2022-07-17 08:19:10.810305
V00000644,D00004165,VISA Signature,2018,6,5,2018-06-05,2018-06-05,2022-07-20 09:42:52.810305
V00000111,D00000615,VISA Signature,2018,6,5,2018-06-05,2018-06-05,2022-07-24 19:22:37.810305
V00000469,D00003026,VISA Signature,2018,6,7,2018-06-07,2018-06-07,2022-07-16 05:03:44.810305
V00000017,D00000127,VISA Signature,2018,6,7,2018-06-07,2018-06-07,2022-07-20 18:14:14.810305
V00000558,D00003568,VISA Signature,2018,6,7,2018-06-07,2018-06-07,2022-07-24 16:02:14.810305
V00000192,D00001169,VISA Signature,2018,6,8,2018-06-08,2018-06-08,2022-07-17 14:31:06.810305
V00000631,D00004061,VISA Standard,2018,6,9,2018-06-09,2018-06-09,2022-07-24 15:59:51.810305
V00000317,D00002015,VISA Signature,2018,6,10,2018-06-10,2018-06-10,2022-07-25 10:09:42.810305
V00000716,D00004651,VISA Standard,2018,6,11,2018-06-11,2018-06-11,2022-07-16 10:25:16.810305
V00000007,D00000056,VISA Signature,2018,6,11,2018-06-11,2018-06-11,2022-07-24 11:36:48.810305
V00000863,D00006906,VISA Signature,2018,6,12,2018-06-12,2018-06-12,2022-07-20 00:59:37.810305
V00000123,D00000679,VISA Signature,2018,6,12,2018-06-12,2018-06-12,2022-07-20 06:00:31.810305
V00000770,D00005232,VISA Signature,2018,6,15,2018-06-15,2018-06-15,2022-07-19 16:31:28.810305
V00000143,D00000816,VISA Signature,2018,6,15,2018-06-15,2018-06-15,2022-07-18 02:39:55.810305
V00000785,D00005468,VISA Signature,2018,6,16,2018-06-16,2018-06-16,2022-07-15 11:43:03.810305
V00000646,D00004167,VISA Signature,2018,6,17,2018-06-17,2018-06-17,2022-07-17 07:16:41.810305
V00000160,D00000954,VISA Signature,2018,6,17,2018-06-17,2018-06-17,2022-07-24 00:50:35.810305
V00000669,D00004341,VISA Signature,2018,6,19,2018-06-19,2018-06-19,2022-07-16 00:05:53.810305
V00000101,D00000566,VISA Signature,2018,6,19,2018-06-19,2018-06-19,2022-07-15 16:51:31.810305
V00000332,D00002126,VISA Signature,2018,6,19,2018-06-19,2018-06-19,2022-07-17 06:54:33.810305
V00000362,D00002320,VISA Infinite,2018,6,21,2018-06-21,2018-06-21,2022-07-23 20:10:30.810305
V00000173,D00001031,VISA Signature,2018,6,21,2018-06-21,2018-06-21,2022-07-19 10:01:23.810305
V00000016,D00000116,VISA Signature,2018,6,23,2018-06-23,2018-06-23,2022-07-25 07:38:55.810305
V00000365,D00002332,VISA Signature,2018,6,23,2018-06-23,2018-06-23,2022-07-21 15:49:31.810305
V00000701,D00004534,VISA Signature,2018,6,24,2018-06-24,2018-06-24,2022-07-23 06:11:31.810305
V00000080,D00000471,VISA Signature,2018,6,25,2018-06-25,2018-06-25,2022-07-21 19:13:22.810305
V00000831,D00006275,VISA Signature,2018,6,29,2018-06-29,2018-06-29,2022-07-21 14:20:37.810305
V00000354,D00002265,VISA Infinite,2018,6,30,2018-06-30,2018-06-30,2022-07-25 21:53:57.810305
V00000250,D00001522,VISA Signature,2018,6,30,2018-06-30,2018-06-30,2022-07-18 07:04:05.810305
V00000142,D00000810,VISA Signature,2018,7,1,2018-07-01,2018-07-01,2022-07-18 15:31:12.810305
V00000991,D00009149,VISA Standard,2018,7,1,2018-07-01,2018-07-01,2022-07-22 19:13:50.810305
V00001192,D00012736,VISA Signature,2018,7,2,2018-07-02,2018-07-02,2022-07-19 07:12:24.810305
V00000738,D00004808,VISA Standard,2018,7,2,2018-07-02,2018-07-02,2022-07-24 17:35:29.810305
V00000627,D00003994,VISA Signature,2018,7,5,2018-07-05,2018-07-05,2022-07-16 15:58:42.810305
V00000696,D00004516,VISA Signature,2018,7,5,2018-07-05,2018-07-05,2022-07-24 10:38:15.810305
V00000260,D00001616,VISA Signature,2018,7,5,2018-07-05,2018-07-05,2022-07-16 18:21:51.810305
V00000768,D00005223,VISA Signature,2018,7,6,2018-07-06,2018-07-06,2022-07-25 21:27:06.810305
V00000233,D00001418,VISA Signature,2018,7,7,2018-07-07,2018-07-07,2022-07-21 10:55:11.810305
V00000450,D00002880,VISA Signature,2018,7,7,2018-07-07,2018-07-07,2022-07-18 23:52:21.810305
V00000440,D00002782,VISA Signature,2018,7,7,2018-07-07,2018-07-07,2022-07-23 23:05:48.810305
V00000301,D00001899,VISA Signature,2018,7,7,2018-07-07,2018-07-07,2022-07-20 16:34:06.810305
V00000485,D00003124,VISA Signature,2018,7,8,2018-07-08,2018-07-08,2022-07-23 05:48:56.810305
V00000567,D00003611,VISA Signature,2018,7,8,2018-07-08,2018-07-08,2022-07-22 23:59:29.810305
V00000066,D00000425,VISA Signature,2018,7,8,2018-07-08,2018-07-08,2022-07-19 13:48:25.810305
V00001002,D00009261,VISA Signature,2018,7,9,2018-07-09,2018-07-09,2022-07-23 17:52:30.810305
V00000453,D00002911,VISA Infinite,2018,7,12,2018-07-12,2018-07-12,2022-07-20 18:36:24.810305
V00000277,D00001777,VISA Infinite,2018,7,12,2018-07-12,2018-07-12,2022-07-16 23:22:10.810305
V00000571,D00003627,VISA Standard,2018,7,13,2018-07-13,2018-07-13,2022-07-23 05:50:58.810305
V00000687,D00004471,VISA Signature,2018,7,14,2018-07-14,2018-07-14,2022-07-20 06:59:39.810305
V00000640,D00004115,VISA Signature,2018,7,14,2018-07-14,2018-07-14,2022-07-17 03:29:42.810305
V00000039,D00000254,VISA Signature,2018,7,14,2018-07-14,2018-07-14,2022-07-20 11:30:45.810305
V00000435,D00002740,VISA Signature,2018,7,15,2018-07-15,2018-07-15,2022-07-16 13:32:16.810305
V00000411,D00002572,VISA Signature,2018,7,15,2018-07-15,2018-07-15,2022-07-21 23:53:05.810305
V00000548,D00003501,VISA Signature,2018,7,16,2018-07-16,2018-07-16,2022-07-17 00:14:04.810305
V00001167,D00012335,VISA Signature,2018,7,18,2018-07-18,2018-07-18,2022-07-20 10:44:19.810305
V00000727,D00004723,VISA Signature,2018,7,19,2018-07-19,2018-07-19,2022-07-22 09:25:20.810305
V00000603,D00003850,VISA Signature,2018,7,20,2018-07-20,2018-07-20,2022-07-15 18:01:25.810305
V00000496,D00003183,VISA Standard,2018,7,21,2018-07-21,2018-07-21,2022-07-15 13:20:42.810305
V00000073,D00000451,VISA Standard,2018,7,21,2018-07-21,2018-07-21,2022-07-20 17:07:17.810305
V00000146,D00000822,VISA Signature,2018,7,23,2018-07-23,2018-07-23,2022-07-15 07:10:45.810305
V00000439,D00002779,VISA Signature,2018,7,23,2018-07-23,2018-07-23,2022-07-19 14:03:17.810305
V00000613,D00003913,VISA Signature,2018,7,23,2018-07-23,2018-07-23,2022-07-15 11:45:35.810305
V00000323,D00002065,VISA Standard,2018,7,24,2018-07-24,2018-07-24,2022-07-24 04:31:59.810305
V00000623,D00003984,VISA Signature,2018,7,25,2018-07-25,2018-07-25,2022-07-18 21:42:20.810305
V00000530,D00003360,VISA Signature,2018,7,25,2018-07-25,2018-07-25,2022-07-25 03:36:00.810305
V00000396,D00002508,VISA Signature,2018,7,26,2018-07-26,2018-07-26,2022-07-20 17:59:57.810305
V00001076,D00010604,VISA Infinite,2018,7,27,2018-07-27,2018-07-27,2022-07-22 04:52:26.810305
V00000344,D00002168,VISA Signature,2018,7,27,2018-07-27,2018-07-27,2022-07-25 23:10:02.810305
V00000525,D00003337,VISA Signature,2018,7,27,2018-07-27,2018-07-27,2022-07-17 15:24:50.810305
V00000042,D00000264,VISA Standard,2018,7,28,2018-07-28,2018-07-28,2022-07-24 20:43:09.810305
V00000740,D00004823,VISA Standard,2018,7,28,2018-07-28,2018-07-28,2022-07-22 23:33:59.810305
V00000780,D00005333,VISA Signature,2018,7,29,2018-07-29,2018-07-29,2022-07-18 20:58:43.810305
V00000509,D00003253,VISA Infinite,2018,7,30,2018-07-30,2018-07-30,2022-07-19 17:12:48.810305
V00000308,D00001938,VISA Signature,2018,7,30,2018-07-30,2018-07-30,2022-07-21 14:45:20.810305
V00000618,D00003947,VISA Signature,2018,7,31,2018-07-31,2018-07-31,2022-07-25 10:03:19.810305
V00000209,D00001251,VISA Signature,2018,7,31,2018-07-31,2018-07-31,2022-07-15 22:09:47.810305
V00001155,D00012088,VISA Signature,2018,8,1,2018-08-01,2018-08-01,2022-07-15 07:42:03.810305
V00000095,D00000519,VISA Standard,2018,8,1,2018-08-01,2018-08-01,2022-07-18 06:23:37.810305
V00000833,D00006299,VISA Signature,2018,8,1,2018-08-01,2018-08-01,2022-07-24 12:28:21.810305
V00000319,D00002038,VISA Standard,2018,8,2,2018-08-02,2018-08-02,2022-07-16 09:06:24.810305
V00000795,D00005563,VISA Signature,2018,8,2,2018-08-02,2018-08-02,2022-07-21 10:04:08.810305
V00000508,D00003249,VISA Signature,2018,8,3,2018-08-03,2018-08-03,2022-07-15 11:57:25.810305
V00000078,D00000468,VISA Signature,2018,8,4,2018-08-04,2018-08-04,2022-07-15 06:25:30.810305
V00000683,D00004437,VISA Signature,2018,8,5,2018-08-05,2018-08-05,2022-07-19 08:24:11.810305
V00000032,D00000219,VISA Signature,2018,8,6,2018-08-06,2018-08-06,2022-07-25 13:33:49.810305
V00000550,D00003515,VISA Signature,2018,8,8,2018-08-08,2018-08-08,2022-07-20 19:06:04.810305
V00001217,D00013098,VISA Standard,2018,8,9,2018-08-09,2018-08-09,2022-07-15 13:14:41.810305
V00001003,D00009274,VISA Signature,2018,8,9,2018-08-09,2018-08-09,2022-07-20 18:26:00.810305
V00000179,D00001059,VISA Signature,2018,8,10,2018-08-10,2018-08-10,2022-07-18 02:06:56.810305
V00000169,D00001019,VISA Signature,2018,8,10,2018-08-10,2018-08-10,2022-07-18 06:48:19.810305
V00000221,D00001339,VISA Signature,2018,8,10,2018-08-10,2018-08-10,2022-07-18 11:18:46.810305
V00000684,D00004457,VISA Signature,2018,8,11,2018-08-11,2018-08-11,2022-07-20 05:30:20.810305
V00000077,D00000466,VISA Signature,2018,8,13,2018-08-13,2018-08-13,2022-07-16 14:31:19.810305
V00000581,D00003721,VISA Signature,2018,8,13,2018-08-13,2018-08-13,2022-07-19 02:40:38.810305
V00000047,D00000280,VISA Signature,2018,8,13,2018-08-13,2018-08-13,2022-07-24 20:02:03.810305
V00000386,D00002478,VISA Signature,2018,8,14,2018-08-14,2018-08-14,2022-07-20 18:31:20.810305
V00000346,D00002177,VISA Signature,2018,8,14,2018-08-14,2018-08-14,2022-07-18 23:09:58.810305
V00000406,D00002548,VISA Signature,2018,8,16,2018-08-16,2018-08-16,2022-07-18 05:33:05.810305
V00000951,D00008392,VISA Signature,2018,8,16,2018-08-16,2018-08-16,2022-07-16 16:59:11.810305
V00000519,D00003297,VISA Signature,2018,8,16,2018-08-16,2018-08-16,2022-07-16 17:08:29.810305
V00000321,D00002058,VISA Infinite,2018,8,16,2018-08-16,2018-08-16,2022-07-24 16:05:02.810305
V00000128,D00000716,VISA Signature,2018,8,19,2018-08-19,2018-08-19,2022-07-18 13:50:02.810305
V00000711,D00004592,VISA Signature,2018,8,19,2018-08-19,2018-08-19,2022-07-18 11:57:31.810305
V00000538,D00003414,VISA Infinite,2018,8,20,2018-08-20,2018-08-20,2022-07-22 17:27:21.810305
V00000029,D00000192,VISA Signature,2018,8,20,2018-08-20,2018-08-20,2022-07-20 00:52:58.810305
V00000834,D00006301,VISA Signature,2018,8,21,2018-08-21,2018-08-21,2022-07-18 00:54:18.810305
V00000461,D00002977,VISA Infinite,2018,8,21,2018-08-21,2018-08-21,2022-07-16 09:35:01.810305
V00000239,D00001453,VISA Infinite,2018,8,24,2018-08-24,2018-08-24,2022-07-23 04:11:15.810305
V00000395,D00002502,VISA Signature,2018,8,24,2018-08-24,2018-08-24,2022-07-19 13:02:10.810305
V00000531,D00003378,VISA Infinite,2018,8,24,2018-08-24,2018-08-24,2022-07-19 01:10:49.810305
V00001150,D00012020,VISA Signature,2018,8,25,2018-08-25,2018-08-25,2022-07-20 11:50:45.810305
V00000096,D00000528,VISA Signature,2018,8,26,2018-08-26,2018-08-26,2022-07-20 02:27:12.810305
V00000367,D00002343,VISA Signature,2018,8,27,2018-08-27,2018-08-27,2022-07-25 16:58:02.810305
V00001023,D00009621,VISA Signature,2018,8,30,2018-08-30,2018-08-30,2022-07-21 18:34:33.810305
V00000702,D00004543,VISA Signature,2018,8,30,2018-08-30,2018-08-30,2022-07-18 17:30:51.810305
V00000405,D00002542,VISA Signature,2018,8,31,2018-08-31,2018-08-31,2022-07-21 10:51:07.810305
V00000480,D00003092,VISA Signature,2018,9,1,2018-09-01,2018-09-01,2022-07-19 11:34:02.810305
V00001098,D00011063,VISA Signature,2018,9,1,2018-09-01,2018-09-01,2022-07-16 21:45:31.810305
V00000079,D00000469,VISA Signature,2018,9,2,2018-09-02,2018-09-02,2022-07-18 13:49:54.810305
V00000402,D00002536,VISA Signature,2018,9,3,2018-09-03,2018-09-03,2022-07-22 17:35:21.810305
V00000551,D00003517,VISA Signature,2018,9,3,2018-09-03,2018-09-03,2022-07-24 17:49:39.810305
V00000425,D00002662,VISA Standard,2018,9,4,2018-09-04,2018-09-04,2022-07-25 02:08:02.810305
V00001195,D00012787,VISA Infinite,2018,9,4,2018-09-04,2018-09-04,2022-07-20 23:58:46.810305
V00001154,D00012070,VISA Signature,2018,9,5,2018-09-05,2018-09-05,2022-07-22 12:32:25.810305
V00000307,D00001930,VISA Infinite,2018,9,5,2018-09-05,2018-09-05,2022-07-18 22:23:03.810305
V00000752,D00004944,VISA Standard,2018,9,6,2018-09-06,2018-09-06,2022-07-20 04:49:16.810305
V00000134,D00000769,VISA Signature,2018,9,7,2018-09-07,2018-09-07,2022-07-20 15:19:03.810305
V00000285,D00001811,VISA Infinite,2018,9,10,2018-09-10,2018-09-10,2022-07-20 13:25:37.810305
V00000544,D00003448,VISA Infinite,2018,9,10,2018-09-10,2018-09-10,2022-07-25 11:13:07.810305
V00000526,D00003339,VISA Signature,2018,9,10,2018-09-10,2018-09-10,2022-07-15 18:51:40.810305
V00000352,D00002235,VISA Signature,2018,9,11,2018-09-11,2018-09-11,2022-07-23 12:29:01.810305
V00000328,D00002121,VISA Standard,2018,9,12,2018-09-12,2018-09-12,2022-07-24 16:43:37.810305
V00000026,D00000161,VISA Signature,2018,9,14,2018-09-14,2018-09-14,2022-07-18 03:38:50.810305
V00000141,D00000808,VISA Signature,2018,9,15,2018-09-15,2018-09-15,2022-07-17 13:13:24.810305
V00000151,D00000861,VISA Signature,2018,9,16,2018-09-16,2018-09-16,2022-07-20 10:49:42.810305
V00000203,D00001231,VISA Signature,2018,9,16,2018-09-16,2018-09-16,2022-07-24 22:47:03.810305
V00000653,D00004212,VISA Signature,2018,9,16,2018-09-16,2018-09-16,2022-07-21 18:39:05.810305
V00000880,D00007186,VISA Signature,2018,9,17,2018-09-17,2018-09-17,2022-07-16 10:04:22.810305
V00000620,D00003959,VISA Signature,2018,9,17,2018-09-17,2018-09-17,2022-07-24 19:45:44.810305
V00000630,D00004019,VISA Signature,2018,9,18,2018-09-18,2018-09-18,2022-07-21 11:35:46.810305
V00001188,D00012678,VISA Signature,2018,9,19,2018-09-19,2018-09-19,2022-07-18 15:05:21.810305
V00000389,D00002489,VISA Infinite,2018,9,19,2018-09-19,2018-09-19,2022-07-18 20:55:25.810305
V00001024,D00009622,VISA Signature,2018,9,20,2018-09-20,2018-09-20,2022-07-24 11:51:26.810305
V00000193,D00001179,VISA Infinite,2018,9,21,2018-09-21,2018-09-21,2022-07-15 12:08:50.810305
V00000758,D00005016,VISA Signature,2018,9,21,2018-09-21,2018-09-21,2022-07-24 02:44:24.810305
V00000634,D00004081,VISA Standard,2018,9,22,2018-09-22,2018-09-22,2022-07-15 08:16:40.810305
V00000361,D00002312,VISA Signature,2018,9,23,2018-09-23,2018-09-23,2022-07-17 15:57:44.810305
V00000242,D00001473,VISA Signature,2018,9,24,2018-09-24,2018-09-24,2022-07-15 03:01:27.810305
V00000923,D00007855,VISA Signature,2018,9,24,2018-09-24,2018-09-24,2022-07-24 19:01:23.810305
V00001007,D00009333,VISA Infinite,2018,9,25,2018-09-25,2018-09-25,2022-07-19 07:05:05.810305
V00000520,D00003308,VISA Signature,2018,9,25,2018-09-25,2018-09-25,2022-07-23 14:32:12.810305
V00000629,D00004018,VISA Standard,2018,9,25,2018-09-25,2018-09-25,2022-07-16 08:13:49.810305
V00000335,D00002137,VISA Signature,2018,9,25,2018-09-25,2018-09-25,2022-07-22 06:21:30.810305
V00000414,D00002606,VISA Signature,2018,9,26,2018-09-26,2018-09-26,2022-07-23 09:29:10.810305
V00000036,D00000236,VISA Signature,2018,9,28,2018-09-28,2018-09-28,2022-07-19 18:04:47.810305
V00000561,D00003581,VISA Infinite,2018,9,28,2018-09-28,2018-09-28,2022-07-18 06:15:13.810305
V00000291,D00001836,VISA Signature,2018,9,29,2018-09-29,2018-09-29,2022-07-20 06:22:40.810305
V00000231,D00001390,VISA Standard,2018,9,29,2018-09-29,2018-09-29,2022-07-20 01:24:26.810305
V00000782,D00005376,VISA Signature,2018,9,29,2018-09-29,2018-09-29,2022-07-17 14:23:48.810305
V00000180,D00001062,VISA Signature,2018,9,29,2018-09-29,2018-09-29,2022-07-17 20:06:17.810305
V00000765,D00005175,VISA Signature,2018,9,29,2018-09-29,2018-09-29,2022-07-15 22:06:30.810305
V00000357,D00002277,VISA Standard,2018,9,29,2018-09-29,2018-09-29,2022-07-19 02:40:25.810305
V00000554,D00003535,VISA Signature,2018,9,29,2018-09-29,2018-09-29,2022-07-21 19:08:03.810305
V00000956,D00008502,VISA Signature,2018,9,30,2018-09-30,2018-09-30,2022-07-17 11:35:39.810305
V00000676,D00004380,VISA Signature,2018,9,30,2018-09-30,2018-09-30,2022-07-25 12:34:26.810305
V00000255,D00001579,VISA Infinite,2018,10,1,2018-10-01,2018-10-01,2022-07-17 11:23:11.810305
V00001193,D00012743,VISA Signature,2018,10,1,2018-10-01,2018-10-01,2022-07-18 10:36:36.810305
V00000416,D00002616,VISA Signature,2018,10,1,2018-10-01,2018-10-01,2022-07-15 12:26:27.810305
V00000585,D00003753,VISA Infinite,2018,10,1,2018-10-01,2018-10-01,2022-07-22 18:03:13.810305
V00000744,D00004863,VISA Signature,2018,10,2,2018-10-02,2018-10-02,2022-07-22 08:30:05.810305
V00000023,D00000146,VISA Signature,2018,10,3,2018-10-03,2018-10-03,2022-07-20 23:00:44.810305
V00000394,D00002501,VISA Signature,2018,10,5,2018-10-05,2018-10-05,2022-07-19 06:25:40.810305
V00000460,D00002971,VISA Signature,2018,10,5,2018-10-05,2018-10-05,2022-07-24 10:20:10.810305
V00000035,D00000231,VISA Signature,2018,10,7,2018-10-07,2018-10-07,2022-07-15 14:04:41.810305
V00000447,D00002845,VISA Signature,2018,10,7,2018-10-07,2018-10-07,2022-07-16 14:48:15.810305
V00000264,D00001669,VISA Signature,2018,10,7,2018-10-07,2018-10-07,2022-07-19 06:07:45.810305
V00000245,D00001483,VISA Signature,2018,10,8,2018-10-08,2018-10-08,2022-07-21 07:05:40.810305
V00000505,D00003233,VISA Standard,2018,10,9,2018-10-09,2018-10-09,2022-07-18 13:01:38.810305
V00000336,D00002138,VISA Standard,2018,10,9,2018-10-09,2018-10-09,2022-07-25 00:25:36.810305
V00000366,D00002335,VISA Signature,2018,10,9,2018-10-09,2018-10-09,2022-07-22 17:17:18.810305
V00000533,D00003384,VISA Signature,2018,10,9,2018-10-09,2018-10-09,2022-07-17 03:38:08.810305
V00000288,D00001826,VISA Signature,2018,10,10,2018-10-10,2018-10-10,2022-07-20 21:01:57.810305
V00000754,D00004976,VISA Standard,2018,10,10,2018-10-10,2018-10-10,2022-07-15 19:36:43.810305
V00000116,D00000646,VISA Signature,2018,10,11,2018-10-11,2018-10-11,2022-07-17 03:19:42.810305
V00001035,D00009732,VISA Signature,2018,10,11,2018-10-11,2018-10-11,2022-07-15 15:13:59.810305
V00000682,D00004429,VISA Signature,2018,10,11,2018-10-11,2018-10-11,2022-07-16 14:27:17.810305
V00000792,D00005526,VISA Signature,2018,10,11,2018-10-11,2018-10-11,2022-07-24 17:22:56.810305
V00000385,D00002476,VISA Signature,2018,10,12,2018-10-12,2018-10-12,2022-07-24 00:45:45.810305
