order_id,account_id,bank_to,account_to,amount,k_symbol,event_timestamp
33109,A00002507,ST,59955376,4556.0,Household Payment,2022-07-15 01:29:17.507116
33110,A00002508,GH,89408212,2193.0,Household Payment,2022-07-18 05:32:47.507116
33111,A00002509,OP,85724323,7073.0,Household Payment,2022-07-20 02:26:28.507116
33112,A00002509,AB,73543202,4377.0,,2022-07-15 23:14:06.507116
33113,A00002509,OP,83953725,1950.0,Insurance Payment,2022-07-20 09:55:31.507116
33114,A00002510,EF,59125840,6922.0,Household Payment,2022-07-18 10:08:38.507116
33115,A00002510,CD,54819261,92.0,,2022-07-15 06:56:32.507116
33116,A00002510,QR,50671142,904.0,Insurance Payment,2022-07-22 19:33:25.507116
33117,A00002511,KL,56617802,2696.0,Household Payment,2022-07-20 05:37:38.507116
33118,A00002511,ST,88212847,3059.0,,2022-07-19 11:29:56.507116
33121,A00002513,YZ,17385280,2655.0,Household Payment,2022-07-23 00:26:59.507116
33122,A00002514,GH,46998095,4001.0,Household Payment,2022-07-19 20:21:35.507116
33123,A00002516,AB,61216103,9721.0,Loan Payment,2022-07-22 09:34:53.507116
33124,A00002517,CD,67803686,11769.0,Household Payment,2022-07-24 20:27:28.507116
33126,A00002519,OP,87381881,1599.0,Household Payment,2022-07-22 11:14:39.507116
33127,A00002520,CD,39163434,2355.0,Household Payment,2022-07-17 17:35:01.507116
33128,A00002521,ST,64551746,6002.0,Household Payment,2022-07-15 09:20:46.507116
33129,A00002523,OP,19635182,1819.0,Household Payment,2022-07-25 08:14:48.507116
33130,A00002523,UV,19039827,82.0,,2022-07-23 17:42:38.507116
33131,A00002523,KL,57632476,41.0,Insurance Payment,2022-07-21 09:10:15.507116
33132,A00002523,GH,1038826,73.0,,2022-07-15 04:37:05.507116
33133,A00002524,ST,64186239,2550.0,Household Payment,2022-07-17 15:01:29.507116
33134,A00002525,ST,21251112,2408.0,Household Payment,2022-07-20 15:56:11.507116
33135,A00002525,GH,99278032,2929.0,,2022-07-22 01:16:10.507116
33136,A00002526,EF,82399522,3964.0,Household Payment,2022-07-24 17:58:29.507116
33137,A00002527,YZ,75348806,2322.6,Leasing Payment,2022-07-25 08:53:34.507116
33138,A00002527,CD,27758234,5774.0,Household Payment,2022-07-19 20:37:32.507116
33139,A00002528,UV,51561528,2824.0,Household Payment,2022-07-21 11:13:34.507116
33143,A00002530,KL,33356398,99.0,Household Payment,2022-07-15 06:49:31.507116
33144,A00002530,KL,76112597,4379.0,,2022-07-17 13:55:02.507116
33145,A00002530,GH,66858243,3698.0,Insurance Payment,2022-07-25 05:32:29.507116
33146,A00002531,KL,74343323,1614.0,Household Payment,2022-07-23 13:45:24.507116
33147,A00002532,GH,75780755,12133.0,Household Payment,2022-07-24 09:34:23.507116
33148,A00002534,CD,6917608,2190.0,Household Payment,2022-07-23 05:10:28.507116
33149,A00002534,MN,32907408,1220.0,,2022-07-25 17:01:21.507116
33150,A00002535,OP,1460,4273.0,Household Payment,2022-07-24 00:39:45.507116
33151,A00002535,QR,20700508,90.0,,2022-07-18 00:56:43.507116
33152,A00002535,QR,5892384,153.0,Insurance Payment,2022-07-15 04:08:13.507116
33153,A00002536,WX,6038499,3136.0,Household Payment,2022-07-20 13:56:59.507116
33154,A00002537,UV,70319515,13540.0,Household Payment,2022-07-18 11:13:16.507116
33155,A00002538,EF,79103833,3689.0,Household Payment,2022-07-21 12:03:32.507116
33156,A00002539,MN,2063680,1919.0,Household Payment,2022-07-24 22:09:18.507116
33157,A00002539,MN,22129971,1904.0,Household Payment,2022-07-19 06:42:02.507116
33158,A00002541,IJ,5857146,1822.0,Household Payment,2022-07-15 06:25:42.507116
33159,A00002541,ST,76871382,2238.0,,2022-07-22 02:13:14.507116
33160,A00002541,GH,47231644,1897.0,Insurance Payment,2022-07-18 11:37:55.507116
33161,A00002542,UV,28103435,435.0,Household Payment,2022-07-24 13:54:12.507116
33162,A00002542,AB,12512219,2637.0,,2022-07-22 11:13:24.507116
33163,A00002542,YZ,40178102,308.0,Insurance Payment,2022-07-19 22:59:31.507116
33164,A00002543,GH,60684478,2145.0,Household Payment,2022-07-25 05:32:12.507116
33165,A00002544,ST,91578411,2920.0,Household Payment,2022-07-24 19:20:18.507116
33166,A00002544,GH,94170903,556.0,,2022-07-18 23:04:50.507116
33167,A00002544,EF,9338546,33.0,Insurance Payment,2022-07-24 18:43:47.507116
33168,A00002544,YZ,63550382,5.0,,2022-07-16 15:31:00.507116
33169,A00002545,AB,584811,2637.0,Household Payment,2022-07-21 23:16:44.507116
33170,A00002545,ST,28254646,671.0,,2022-07-22 15:47:13.507116
33171,A00002545,GH,74550294,713.0,Insurance Payment,2022-07-25 22:58:33.507116
33172,A00002545,ST,49701792,8933.0,Loan Payment,2022-07-24 11:54:26.507116
33173,A00002546,ST,27307683,4896.5,Leasing Payment,2022-07-25 03:07:50.507116
33174,A00002546,YZ,65769809,2985.0,Household Payment,2022-07-24 01:18:02.507116
33175,A00002546,KL,17094719,1152.0,,2022-07-22 08:28:53.507116
33176,A00002546,MN,91997658,480.0,Insurance Payment,2022-07-21 04:36:15.507116
33177,A00002547,KL,21153784,5492.0,Household Payment,2022-07-21 22:05:50.507116
33178,A00002549,YZ,75947034,2085.0,Household Payment,2022-07-20 00:00:19.507116
33179,A00002550,AB,94691901,6828.0,Household Payment,2022-07-16 00:42:22.507116
33180,A00002550,MN,80567723,403.0,,2022-07-15 12:44:28.507116
33181,A00002550,GH,78013139,67.0,Insurance Payment,2022-07-22 17:41:34.507116
33182,A00002550,ST,71683752,49.0,,2022-07-18 08:33:34.507116
33183,A00002551,AB,68646061,2390.0,Leasing Payment,2022-07-23 14:24:15.507116
33184,A00002551,WX,58459019,11601.0,Household Payment,2022-07-16 23:56:34.507116
33185,A00002551,WX,38843870,2818.0,,2022-07-22 06:22:29.507116
33186,A00002552,GH,17411059,7035.0,Household Payment,2022-07-17 18:20:59.507116
33187,A00002553,YZ,41427993,9687.0,Household Payment,2022-07-17 00:23:35.507116
33188,A00002554,CD,41483783,7607.0,Household Payment,2022-07-23 21:38:06.507116
33189,A00002555,QR,57132226,5464.0,Household Payment,2022-07-17 04:54:45.507116
33190,A00002555,AB,73481118,2261.0,,2022-07-20 00:54:29.507116
33191,A00002556,WX,2889705,2006.0,Household Payment,2022-07-15 11:42:26.507116
33192,A00002557,YZ,31457412,2806.0,Household Payment,2022-07-19 13:04:13.507116
33193,A00002558,CD,46043479,1982.0,Household Payment,2022-07-18 17:47:39.507116
33194,A00002559,AB,54144173,5123.0,Household Payment,2022-07-16 20:13:02.507116
33195,A00002560,CD,63472384,1146.0,Household Payment,2022-07-15 11:06:41.507116
33196,A00002560,IJ,44398903,4445.0,,2022-07-23 06:34:20.507116
33197,A00002561,CD,62003558,7764.0,Household Payment,2022-07-18 11:15:09.507116
33198,A00002562,EF,27375477,2235.0,Household Payment,2022-07-21 21:54:14.507116
33199,A00002563,YZ,67025834,2984.0,Household Payment,2022-07-21 05:59:46.507116
33200,A00002564,GH,96319454,8086.0,Household Payment,2022-07-24 10:28:30.507116
33201,A00002567,OP,14598107,2574.0,Household Payment,2022-07-21 19:22:06.507116
33202,A00002568,KL,34637659,5228.0,Household Payment,2022-07-22 06:54:19.507116
33203,A00002568,MN,1379150,1086.0,,2022-07-22 03:06:32.507116
33204,A00002568,OP,99602746,306.0,Insurance Payment,2022-07-17 22:29:19.507116
33205,A00002569,OP,55144518,463.0,Household Payment,2022-07-25 08:12:07.507116
33206,A00002569,IJ,14173150,1871.0,Household Payment,2022-07-22 22:33:44.507116
33207,A00002570,KL,48350596,2051.0,Household Payment,2022-07-20 10:05:33.507116
33208,A00002572,ST,86283236,7500.0,Loan Payment,2022-07-23 03:35:23.507116
33209,A00002574,ST,61405271,9546.0,Household Payment,2022-07-18 16:15:17.507116
33210,A00002575,ST,15963220,407.0,Household Payment,2022-07-25 04:08:24.507116
33211,A00002575,UV,83146077,2171.0,Household Payment,2022-07-15 01:18:47.507116
33212,A00002576,IJ,24689656,8106.0,Household Payment,2022-07-19 20:59:13.507116
33213,A00002577,QR,745589,3347.0,Household Payment,2022-07-18 07:19:12.507116
33214,A00002578,EF,27696168,2846.0,Household Payment,2022-07-23 06:59:12.507116
33215,A00002579,OP,96343248,2688.0,Household Payment,2022-07-19 04:25:54.507116
33216,A00002580,AB,96968262,5016.0,Household Payment,2022-07-23 07:05:24.507116
33217,A00002580,KL,10807258,1489.0,Loan Payment,2022-07-18 01:01:45.507116
33218,A00002581,OP,81132262,4769.0,Household Payment,2022-07-20 21:46:12.507116
33219,A00002582,EF,97059088,1381.0,Household Payment,2022-07-20 16:05:06.507116
33220,A00002582,ST,12887466,1748.0,,2022-07-16 12:50:44.507116
33221,A00002583,YZ,60918307,415.0,Leasing Payment,2022-07-15 23:15:06.507116
33222,A00002584,OP,90582960,994.0,Household Payment,2022-07-18 17:55:50.507116
33223,A00002584,ST,98448490,582.0,Household Payment,2022-07-23 17:52:04.507116
33224,A00002588,MN,69929891,6509.0,Household Payment,2022-07-24 19:30:40.507116
33225,A00002589,YZ,35212731,2236.0,Household Payment,2022-07-20 02:16:54.507116
33226,A00002589,AB,55523544,1458.0,Household Payment,2022-07-21 03:00:47.507116
33227,A00002590,YZ,34911799,1300.0,Household Payment,2022-07-19 13:19:53.507116
33228,A00002590,KL,50073719,660.0,,2022-07-25 10:28:31.507116
33229,A00002590,MN,76566916,60.0,Insurance Payment,2022-07-15 22:49:31.507116
33230,A00002591,OP,4184359,3301.0,Household Payment,2022-07-22 10:00:39.507116
33231,A00002592,KL,8464664,5129.0,Household Payment,2022-07-19 20:56:17.507116
33232,A00002593,MN,41153532,7300.0,Household Payment,2022-07-18 22:47:30.507116
33233,A00002594,GH,34011191,1189.0,Leasing Payment,2022-07-16 08:23:58.507116
33234,A00002594,CD,21398240,10912.0,Household Payment,2022-07-16 22:31:26.507116
33235,A00002594,OP,75519376,506.0,,2022-07-23 05:54:07.507116
33236,A00002595,ST,2264398,3481.0,Household Payment,2022-07-15 03:44:38.507116
33237,A00002596,EF,34919470,2285.0,Household Payment,2022-07-20 14:47:50.507116
33238,A00002597,YZ,16589868,1398.0,Household Payment,2022-07-22 08:30:56.507116
33239,A00002597,MN,7596224,1957.0,,2022-07-23 04:19:26.507116
33241,A00002600,AB,15214342,4379.0,Household Payment,2022-07-22 17:07:08.507116
33242,A00002602,QR,62890523,1332.0,Household Payment,2022-07-16 07:39:00.507116
33243,A00002602,WX,59156989,4073.0,,2022-07-22 16:58:31.507116
33244,A00002603,ST,30168819,3210.0,Household Payment,2022-07-25 20:59:36.507116
33245,A00002604,OP,53184521,3965.0,Household Payment,2022-07-25 16:07:46.507116
33246,A00002605,WX,47577834,4245.0,Household Payment,2022-07-16 16:44:11.507116
33247,A00002606,AB,91720389,31.0,Household Payment,2022-07-18 08:16:26.507116
33248,A00002606,GH,97712260,2443.0,Household Payment,2022-07-23 00:36:27.507116
33249,A00002607,IJ,86115359,1433.0,Household Payment,2022-07-24 07:46:42.507116
33250,A00002607,GH,82425427,755.0,,2022-07-20 15:05:09.507116
33251,A00002607,EF,72089344,882.0,Insurance Payment,2022-07-25 23:28:29.507116
33252,A00002607,UV,50356459,1570.0,Leasing Payment,2022-07-17 12:22:19.507116
33253,A00002608,OP,78614222,4788.0,Household Payment,2022-07-20 23:09:29.507116
33254,A00002609,WX,66515242,4881.9,Leasing Payment,2022-07-17 13:09:58.507116
33255,A00002610,QR,8855772,1842.0,Household Payment,2022-07-20 21:14:37.507116
33256,A00002612,WX,2631092,2259.5,Leasing Payment,2022-07-24 17:09:55.507116
33257,A00002613,ST,6268191,941.0,Household Payment,2022-07-22 03:10:20.507116
33258,A00002613,GH,49477297,2154.0,Household Payment,2022-07-21 19:35:08.507116
33259,A00002614,UV,83787446,2152.0,Household Payment,2022-07-25 06:59:14.507116
33260,A00002616,IJ,7358169,8188.0,Household Payment,2022-07-22 20:59:04.507116
33261,A00002617,QR,48354953,166.0,Household Payment,2022-07-20 10:25:24.507116
33262,A00002617,OP,4205275,1867.0,,2022-07-19 04:22:40.507116
33263,A00002618,WX,72358518,3223.0,Household Payment,2022-07-20 02:10:05.507116
33264,A00002619,AB,54822903,5454.0,Household Payment,2022-07-18 02:02:52.507116
33265,A00002620,YZ,32839107,3855.0,Household Payment,2022-07-21 23:43:00.507116
33266,A00002621,AB,59638219,2819.0,Household Payment,2022-07-18 23:00:14.507116
33267,A00002622,YZ,32006168,7067.0,Household Payment,2022-07-22 02:14:00.507116
33268,A00002622,EF,66704517,5681.0,Loan Payment,2022-07-17 18:41:18.507116
33269,A00002623,EF,52708911,2891.0,Household Payment,2022-07-22 03:46:53.507116
33270,A00002624,AB,69800835,10744.0,Household Payment,2022-07-24 03:12:48.507116
33271,A00002625,CD,57670444,1922.0,Leasing Payment,2022-07-25 18:30:17.507116
33272,A00002625,OP,68053567,4978.0,Household Payment,2022-07-24 03:20:51.507116
33275,A00002627,KL,30658924,1579.0,Household Payment,2022-07-22 06:53:34.507116
33276,A00002627,YZ,29709238,561.0,Household Payment,2022-07-18 07:49:23.507116
33277,A00002628,GH,64364433,3090.0,Leasing Payment,2022-07-20 08:38:59.507116
33278,A00002631,CD,16949427,2125.0,Household Payment,2022-07-21 02:01:26.507116
33279,A00002632,EF,40250009,2042.0,Household Payment,2022-07-20 11:58:58.507116
33280,A00002632,IJ,73459928,41.0,,2022-07-16 09:43:37.507116
33281,A00002632,IJ,36942219,2300.0,Insurance Payment,2022-07-17 22:45:45.507116
33282,A00002636,KL,24701452,3254.0,Household Payment,2022-07-22 00:33:14.507116
33283,A00002637,IJ,16977686,5194.0,Household Payment,2022-07-16 22:27:59.507116
33284,A00002638,IJ,93051498,1018.0,Household Payment,2022-07-20 03:30:07.507116
33285,A00002638,AB,13954824,728.0,,2022-07-17 05:19:25.507116
33286,A00002638,UV,68702125,4538.0,Insurance Payment,2022-07-16 14:28:03.507116
33287,A00002639,MN,93859052,8633.0,Household Payment,2022-07-25 20:58:56.507116
33288,A00002640,ST,20136499,8872.0,Household Payment,2022-07-16 04:18:40.507116
33289,A00002641,WX,13973546,5126.0,Household Payment,2022-07-25 04:23:44.507116
33290,A00002642,IJ,2104819,792.0,Household Payment,2022-07-22 13:22:23.507116
33291,A00002642,IJ,37776649,571.0,,2022-07-15 00:44:33.507116
33292,A00002642,EF,64703529,2536.0,Insurance Payment,2022-07-21 01:48:45.507116
33295,A00002644,CD,72787970,2563.0,Household Payment,2022-07-15 02:46:35.507116
33296,A00002644,IJ,61139798,124.0,Household Payment,2022-07-21 14:52:05.507116
33297,A00002645,IJ,14088654,389.0,Household Payment,2022-07-20 00:13:26.507116
33298,A00002645,OP,46016168,631.0,,2022-07-24 14:02:10.507116
33299,A00002645,WX,18570590,5457.0,Insurance Payment,2022-07-15 09:55:47.507116
33300,A00002645,ST,91531282,1010.0,,2022-07-23 13:41:55.507116
33301,A00002645,OP,4627538,725.0,Leasing Payment,2022-07-19 19:13:45.507116
33302,A00002646,EF,53211688,3005.8,Leasing Payment,2022-07-20 16:29:18.507116
33303,A00002646,MN,34138214,6232.0,Household Payment,2022-07-25 08:49:41.507116
33304,A00002646,OP,72267347,528.0,,2022-07-17 19:41:52.507116
33305,A00002646,QR,99920969,300.0,Insurance Payment,2022-07-15 18:04:05.507116
33306,A00002647,YZ,4161513,5303.0,Household Payment,2022-07-17 13:05:12.507116
33307,A00002649,GH,28252244,5799.0,Household Payment,2022-07-20 21:19:19.507116
33308,A00002649,QR,38579416,320.0,,2022-07-22 14:06:51.507116
33309,A00002649,ST,86506151,177.0,Insurance Payment,2022-07-16 04:24:13.507116
33310,A00002649,AB,33442980,655.0,,2022-07-23 20:00:45.507116
33311,A00002650,AB,6979340,4563.0,Household Payment,2022-07-17 16:00:51.507116
33312,A00002651,YZ,2372819,3592.9,Leasing Payment,2022-07-18 02:39:02.507116
33313,A00002651,IJ,13021684,10862.0,Household Payment,2022-07-24 03:55:56.507116
33314,A00002652,CD,2992314,1735.0,Household Payment,2022-07-17 04:47:00.507116
33315,A00002652,QR,98601030,6351.0,,2022-07-17 07:00:58.507116
33316,A00002653,YZ,49173659,6280.0,Household Payment,2022-07-21 23:08:09.507116
33317,A00002653,CD,82124638,2310.0,,2022-07-20 16:55:48.507116
33318,A00002654,MN,88949298,3861.0,Household Payment,2022-07-19 23:09:40.507116
33319,A00002655,WX,94447552,2216.0,Leasing Payment,2022-07-24 10:36:21.507116
33320,A00002655,QR,637197,2900.0,Household Payment,2022-07-17 10:36:14.507116
33321,A00002655,WX,4603857,89.0,,2022-07-21 03:48:06.507116
33322,A00002655,KL,9168452,1339.0,Insurance Payment,2022-07-18 23:24:19.507116
33323,A00002656,OP,41066408,409.0,Household Payment,2022-07-16 07:41:34.507116
33324,A00002656,OP,42664700,1718.0,Household Payment,2022-07-24 09:02:11.507116
33325,A00002657,QR,74292081,2174.0,Household Payment,2022-07-18 06:26:20.507116
33326,A00002658,WX,70099252,486.0,Household Payment,2022-07-24 03:02:40.507116
33327,A00002658,MN,3748625,1367.0,,2022-07-16 12:00:39.507116
33328,A00002658,CD,91022419,417.0,Insurance Payment,2022-07-25 14:36:11.507116
33331,A00002661,GH,84294449,4764.0,Household Payment,2022-07-18 16:02:10.507116
33332,A00002662,OP,1110756,3625.0,Household Payment,2022-07-17 18:10:53.507116
33333,A00002663,KL,81498741,3877.0,Household Payment,2022-07-15 12:31:50.507116
33334,A00002664,UV,60040694,3453.0,Household Payment,2022-07-24 19:14:35.507116
33335,A00002664,QR,12188804,475.0,,2022-07-16 09:37:26.507116
33336,A00002666,UV,53003144,647.0,Household Payment,2022-07-23 13:49:32.507116
33337,A00002666,EF,41393333,1287.0,,2022-07-19 16:28:06.507116
33338,A00002667,ST,2693307,2180.0,Household Payment,2022-07-20 20:56:56.507116
33339,A00002668,YZ,53599059,9884.0,Household Payment,2022-07-22 12:32:18.507116
33344,A00002670,AB,38848883,3978.0,Household Payment,2022-07-25 20:46:06.507116
33345,A00002670,CD,70427286,4754.0,,2022-07-15 06:05:37.507116
33346,A00002671,QR,40581232,1984.0,Household Payment,2022-07-24 13:26:06.507116
33347,A00002672,OP,87283455,2111.0,Household Payment,2022-07-20 20:07:15.507116
33348,A00002672,IJ,41447466,211.0,,2022-07-15 08:17:50.507116
33349,A00002673,QR,44548678,1759.0,Household Payment,2022-07-18 03:49:50.507116
33350,A00002673,MN,7310396,4111.0,,2022-07-20 20:44:56.507116
33351,A00002676,OP,32712727,1510.0,Household Payment,2022-07-24 20:18:36.507116
33352,A00002676,IJ,56445985,1339.0,,2022-07-23 19:23:55.507116
33353,A00002676,ST,71575033,2348.0,Insurance Payment,2022-07-16 00:05:52.507116
33354,A00002677,QR,72427195,3926.0,Household Payment,2022-07-20 16:51:50.507116
33355,A00002677,KL,17019027,641.0,,2022-07-22 09:24:55.507116
33356,A00002677,YZ,61867588,1599.0,Insurance Payment,2022-07-25 22:37:56.507116
33357,A00002677,YZ,80062365,158.0,,2022-07-19 05:59:48.507116
33358,A00002678,EF,97883551,3793.0,Leasing Payment,2022-07-22 01:56:11.507116
33359,A00002679,AB,25353056,3842.0,Household Payment,2022-07-19 10:58:20.507116
33360,A00002681,ST,19728160,4662.0,Household Payment,2022-07-18 09:00:01.507116
33361,A00002681,IJ,27633780,1560.0,Leasing Payment,2022-07-21 02:08:45.507116
33370,A00002685,CD,35602325,2576.0,Household Payment,2022-07-19 06:49:21.507116
33371,A00002686,OP,79690658,1996.0,Household Payment,2022-07-19 03:21:58.507116
33372,A00002687,EF,74690037,3830.0,Household Payment,2022-07-17 12:25:47.507116
33373,A00002688,YZ,18395823,2802.0,Household Payment,2022-07-17 05:04:21.507116
33374,A00002689,YZ,50778090,2727.0,Household Payment,2022-07-22 15:23:52.507116
33375,A00002689,UV,36906784,2121.0,,2022-07-16 11:13:57.507116
33376,A00002690,YZ,55287820,2017.0,Household Payment,2022-07-15 04:34:35.507116
33377,A00002691,OP,20484054,1370.0,Loan Payment,2022-07-22 01:07:03.507116
33378,A00002692,GH,59398072,3386.0,Household Payment,2022-07-24 02:44:33.507116
33379,A00002693,IJ,79708873,5852.0,Household Payment,2022-07-21 00:43:23.507116
33380,A00002694,ST,95437645,3532.0,Household Payment,2022-07-16 04:43:48.507116
33381,A00002694,GH,45261365,7636.0,Loan Payment,2022-07-23 15:16:28.507116
33382,A00002695,ST,45832115,3923.0,Household Payment,2022-07-15 08:23:40.507116
33383,A00002696,OP,90366512,3115.0,Household Payment,2022-07-19 16:56:57.507116
33384,A00002697,GH,87258666,378.0,Household Payment,2022-07-25 04:11:16.507116
33385,A00002697,GH,34090870,3142.0,,2022-07-22 07:07:54.507116
33386,A00002697,EF,3080630,629.0,Insurance Payment,2022-07-23 02:44:55.507116
33387,A00002699,AB,41725951,4816.0,Loan Payment,2022-07-21 09:47:58.507116
33388,A00002699,IJ,10817695,3743.0,Household Payment,2022-07-17 22:09:26.507116
33389,A00002699,CD,32435608,662.0,,2022-07-18 21:05:10.507116
33390,A00002700,GH,2221990,5221.0,Household Payment,2022-07-25 18:33:18.507116
33391,A00002700,YZ,95353859,6129.0,,2022-07-19 18:46:29.507116
33392,A00002700,QR,52413690,1123.0,Insurance Payment,2022-07-21 23:11:05.507116
33393,A00002700,OP,33791315,2323.0,,2022-07-21 17:33:38.507116
33394,A00002701,MN,46385306,489.0,Household Payment,2022-07-20 09:36:09.507116
33395,A00002701,MN,24402356,5761.0,,2022-07-17 00:14:44.507116
33396,A00002702,WX,31848305,3537.0,Household Payment,2022-07-22 05:37:28.507116
33397,A00002702,WX,90875982,29.0,,2022-07-18 02:20:07.507116
33398,A00002703,AB,7336545,2082.0,Household Payment,2022-07-17 19:10:40.507116
33401,A00002705,YZ,50098043,2608.2,Loan Payment,2022-07-18 09:25:11.507116
33402,A00002705,GH,33252960,10723.0,Household Payment,2022-07-19 18:18:44.507116
33403,A00002707,QR,17847508,3032.0,Household Payment,2022-07-21 04:40:42.507116
33404,A00002707,GH,63447183,2546.0,,2022-07-18 05:30:36.507116
33405,A00002709,CD,63955408,1969.0,Household Payment,2022-07-16 13:47:38.507116
33406,A00002709,UV,79388266,39.0,,2022-07-23 09:43:26.507116
33407,A00002709,KL,95859038,16.0,Insurance Payment,2022-07-15 14:37:54.507116
33408,A00002711,MN,40865373,7300.0,Household Payment,2022-07-22 15:50:18.507116
33409,A00002711,ST,19293779,871.0,Leasing Payment,2022-07-21 20:20:38.507116
33410,A00002712,EF,14783954,2976.0,Household Payment,2022-07-24 12:26:15.507116
33411,A00002713,UV,34315210,3387.0,Household Payment,2022-07-18 04:31:17.507116
33412,A00002715,WX,67997187,1707.0,Household Payment,2022-07-16 20:19:31.507116
33413,A00002715,CD,56625884,216.0,,2022-07-21 22:30:43.507116
33414,A00002715,KL,7159662,296.0,Insurance Payment,2022-07-25 19:13:33.507116
33415,A00002716,QR,36398339,989.0,Household Payment,2022-07-23 01:13:35.507116
33416,A00002716,UV,78199630,7456.0,,2022-07-15 22:49:19.507116
33417,A00002717,MN,72128897,2271.0,Household Payment,2022-07-22 21:17:35.507116
33418,A00002719,AB,84430861,2889.0,Household Payment,2022-07-16 08:22:34.507116
33419,A00002720,ST,27251911,2608.2,Loan Payment,2022-07-17 12:34:25.507116
33420,A00002720,YZ,96241729,6206.0,Household Payment,2022-07-15 09:01:29.507116
33421,A00002720,AB,33301061,4719.0,,2022-07-19 16:11:15.507116
33422,A00002721,QR,69068598,1544.0,Household Payment,2022-07-22 00:32:08.507116
33423,A00002721,QR,48024463,2200.0,,2022-07-23 23:55:28.507116
33424,A00002721,MN,20500302,179.0,Insurance Payment,2022-07-18 22:08:13.507116
33425,A00002721,ST,69458347,73.0,,2022-07-25 08:54:52.507116
33426,A00002722,KL,4174536,1671.0,Household Payment,2022-07-24 01:07:19.507116
33427,A00002723,KL,3428757,5546.0,Household Payment,2022-07-18 05:11:23.507116
33428,A00002724,ST,4672384,6399.0,Household Payment,2022-07-19 07:50:25.507116
33429,A00002725,CD,59237199,3197.0,Household Payment,2022-07-25 15:33:16.507116
33430,A00002725,WX,80807143,66.0,,2022-07-23 07:24:20.507116
33431,A00002725,IJ,64775931,461.0,Insurance Payment,2022-07-17 10:31:31.507116
33432,A00002725,WX,31665891,1934.0,Loan Payment,2022-07-25 07:24:08.507116
33433,A00002726,EF,2342153,5297.0,Household Payment,2022-07-16 18:21:39.507116
33434,A00002728,OP,99268948,2607.0,Loan Payment,2022-07-20 02:50:54.507116
33435,A00002728,EF,96346175,11222.0,Household Payment,2022-07-25 09:13:31.507116
33436,A00002729,AB,18292260,8733.0,Household Payment,2022-07-17 09:49:05.507116
33437,A00002730,YZ,36823308,2284.0,Household Payment,2022-07-22 13:18:26.507116
33438,A00002731,CD,94928621,5044.0,Household Payment,2022-07-23 04:33:29.507116
33439,A00002732,ST,11633754,1564.9,Leasing Payment,2022-07-15 09:46:10.507116
33440,A00002733,QR,12963968,780.0,Household Payment,2022-07-19 23:01:38.507116
33441,A00002733,EF,39144194,1545.0,,2022-07-23 20:26:33.507116
33442,A00002734,YZ,90248888,883.0,Household Payment,2022-07-22 18:50:09.507116
33443,A00002734,UV,86357444,3310.0,,2022-07-20 22:01:54.507116
33444,A00002734,UV,25696611,1293.0,Insurance Payment,2022-07-22 20:19:59.507116
33447,A00002736,ST,28956604,4604.0,Household Payment,2022-07-22 23:32:43.507116
33448,A00002737,WX,2289492,4456.0,Household Payment,2022-07-22 11:33:26.507116
33449,A00002738,CD,1114500,7762.0,Household Payment,2022-07-19 10:38:44.507116
33450,A00002738,YZ,48380392,1152.0,,2022-07-18 00:28:51.507116
33451,A00002739,WX,92235922,414.0,Household Payment,2022-07-22 11:25:31.507116
33452,A00002739,AB,56375890,4173.0,,2022-07-17 07:59:52.507116
33453,A00002742,KL,76674633,128.0,Household Payment,2022-07-22 20:52:12.507116
33454,A00002742,ST,59019696,4878.0,,2022-07-22 12:46:55.507116
33455,A00002743,ST,1417857,3330.0,Household Payment,2022-07-16 13:28:49.507116
33456,A00002743,GH,18241173,2811.0,,2022-07-23 11:03:30.507116
33457,A00002743,QR,20341313,1870.0,Insurance Payment,2022-07-15 08:03:44.507116
33458,A00002744,ST,49756062,14384.0,Household Payment,2022-07-16 19:09:54.507116
33459,A00002745,AB,76602530,1076.0,Household Payment,2022-07-23 07:05:04.507116
33460,A00002745,UV,59444808,3461.0,,2022-07-24 04:13:51.507116
33461,A00002745,KL,40470147,1465.0,Insurance Payment,2022-07-16 09:45:15.507116
33462,A00002745,GH,33104568,3525.0,,2022-07-25 11:02:33.507116
33463,A00002746,QR,11944139,2404.0,Household Payment,2022-07-18 18:50:23.507116
33464,A00002747,IJ,7507563,3826.0,Household Payment,2022-07-22 17:00:06.507116
33466,A00002749,QR,23250580,14520.0,Household Payment,2022-07-22 03:20:41.507116
33467,A00002750,UV,35031116,1750.0,Household Payment,2022-07-22 07:00:41.507116
33468,A00002750,YZ,25649327,2229.0,,2022-07-16 05:00:20.507116
33469,A00002751,MN,89055364,826.0,Household Payment,2022-07-21 07:34:16.507116
33470,A00002751,WX,57857632,2957.0,,2022-07-24 13:53:30.507116
33471,A00002753,GH,41750717,2768.0,Loan Payment,2022-07-18 18:06:57.507116
33472,A00002753,MN,97449540,6869.0,Household Payment,2022-07-25 17:31:19.507116
33473,A00002754,WX,6736475,6985.3,Loan Payment,2022-07-21 07:53:19.507116
33474,A00002754,MN,10118246,2882.0,Household Payment,2022-07-17 18:30:26.507116
33475,A00002754,QR,77635740,226.0,,2022-07-22 19:58:32.507116
33476,A00002755,MN,81284296,504.0,Household Payment,2022-07-22 06:31:37.507116
33477,A00002755,AB,13263649,3263.0,Household Payment,2022-07-21 04:37:53.507116
